,code,entity,year,wind_(%_equivalent_primary_energy)
772,11,China,1997,0.0053311824
773,11,China,1998,0.009557452
774,11,China,1999,0.012303074
775,11,China,2000,0.01478206
776,11,China,2001,0.016943244
777,11,China,2002,0.01799755
778,11,China,2003,0.018277893
779,11,China,2004,0.019893477
780,11,China,2005,0.026500847
781,11,China,2006,0.04582375
782,11,China,2007,0.061851494
783,11,China,2008,0.1414803
784,11,China,2009,0.2839612
785,11,China,2010,0.47189695
786,11,China,2011,0.65232575
787,11,China,2012,0.8660932
788,11,China,2013,1.1131431
789,11,China,2014,1.2462394
790,11,China,2015,1.422498
791,11,China,2016,1.8277323
792,11,China,2017,2.2118297
793,11,China,2018,2.5192857
794,11,China,2019,2.6571689
795,11,China,2020,2.95122
796,11,China,2021,3.9113212
797,11,China,2022,4.4910417
798,12,Colombia,1990,0.0
799,12,Colombia,1991,0.0
800,12,Colombia,1992,0.0
801,12,Colombia,1993,0.0
802,12,Colombia,1994,0.0
803,12,Colombia,1995,0.0
804,12,Colombia,1996,0.0
805,12,Colombia,1997,0.0
806,12,Colombia,1998,0.0
807,12,Colombia,1999,0.0
808,12,Colombia,2000,0.0
809,12,Colombia,2001,0.0
810,12,Colombia,2002,0.0
811,12,Colombia,2003,0.0
812,12,Colombia,2004,0.044124726
813,12,Colombia,2005,0.0423814
814,12,Colombia,2006,0.046428405
815,12,Colombia,2007,0.035963077
816,12,Colombia,2008,0.03709192
817,12,Colombia,2009,0.03991295
818,12,Colombia,2010,0.02521282
819,12,Colombia,2011,0.02565477
820,12,Colombia,2012,0.03187063
821,12,Colombia,2013,0.032379143
822,12,Colombia,2014,0.037263237
823,12,Colombia,2015,0.03809214
824,12,Colombia,2016,0.025013383
825,12,Colombia,2017,0.001486977
826,12,Colombia,2018,0.02058138
827,12,Colombia,2019,0.02963636
828,12,Colombia,2020,0.005185093
829,12,Colombia,2021,0.027551962
830,12,Colombia,2022,0.032038115
831,71,Croatia,1990,0.0
832,71,Croatia,1991,0.0
833,71,Croatia,1992,0.0
834,71,Croatia,1993,0.0
835,71,Croatia,1994,0.0
836,71,Croatia,1995,0.0
837,71,Croatia,1996,0.0
838,71,Croatia,1997,0.0
839,71,Croatia,1998,0.0
840,71,Croatia,1999,0.0
841,71,Croatia,2000,0.0
842,71,Croatia,2001,0.0
843,71,Croatia,2002,0.0
844,71,Croatia,2003,0.0
845,71,Croatia,2004,0.0052137235
846,71,Croatia,2005,0.02620139
847,71,Croatia,2006,0.050081406
848,71,Croatia,2007,0.09099076
849,71,Croatia,2008,0.10394653
850,71,Croatia,2009,0.14214173
851,71,Croatia,2010,0.35661185
852,71,Croatia,2011,0.5870829
853,71,Croatia,2012,1.029058
854,71,Croatia,2013,1.4674499
855,71,Croatia,2014,2.0597708
856,71,Croatia,2015,2.355969
857,71,Croatia,2016,2.8662136
858,71,Croatia,2017,3.380543
859,71,Croatia,2018,3.5993154
860,71,Croatia,2019,4.036774
861,71,Croatia,2020,4.9454274
862,71,Croatia,2021,5.487693
863,71,Croatia,2022,6.336961
864,75,Czechia,1990,0.0
865,75,Czechia,1991,0.0
866,75,Czechia,1992,0.0
867,75,Czechia,1993,0.0
868,75,Czechia,1994,0.0
869,75,Czechia,1995,0.0
870,75,Czechia,1996,0.0
871,75,Czechia,1997,0.0
872,75,Czechia,1998,0.0
873,75,Czechia,1999,0.0
874,75,Czechia,2000,0.0
875,75,Czechia,2001,0.00012107814
876,75,Czechia,2002,0.0009594404
877,75,Czechia,2003,0.0021981285
878,75,Czechia,2004,0.0054048896
879,75,Czechia,2005,0.011726247
880,75,Czechia,2006,0.026535181
881,75,Czechia,2007,0.067543656
882,75,Czechia,2008,0.13385642
883,75,Czechia,2009,0.1632448
884,75,Czechia,2010,0.18128863
885,75,Czechia,2011,0.21817675
886,75,Czechia,2012,0.22828509
887,75,Czechia,2013,0.26714787
888,75,Czechia,2014,0.2689951
889,75,Czechia,2015,0.32759207
890,75,Czechia,2016,0.28648934
891,75,Czechia,2017,0.3206247
892,75,Czechia,2018,0.3296613
893,75,Czechia,2019,0.38611817
894,75,Czechia,2020,0.4148519
895,75,Czechia,2021,0.3373936
896,75,Czechia,2022,0.36013147
897,76,Denmark,1983,0.042150825
898,76,Denmark,1984,0.05078927
899,76,Denmark,1985,0.06977879
900,76,Denmark,1986,0.16681276
901,76,Denmark,1987,0.23943487
902,76,Denmark,1988,0.40627816
903,76,Denmark,1989,0.6469255
904,76,Denmark,1990,0.8935637
905,76,Denmark,1991,0.9398467
906,76,Denmark,1992,1.2408856
907,76,Denmark,1993,1.3221222
908,76,Denmark,1994,1.3553784
909,76,Denmark,1995,1.4289746
910,76,Denmark,1996,1.2514896
911,76,Denmark,1997,2.174697
912,76,Denmark,1998,3.2868345
913,76,Denmark,1999,3.64022
914,76,Denmark,2000,5.302391
915,76,Denmark,2001,5.332754
916,76,Denmark,2002,6.0125237
917,76,Denmark,2003,6.3185363
918,76,Denmark,2004,7.8502374
919,76,Denmark,2005,8.321044
920,76,Denmark,2006,6.9086657
921,76,Denmark,2007,8.497306
922,76,Denmark,2008,8.590328
923,76,Denmark,2009,8.746706
924,76,Denmark,2010,9.509457
925,76,Denmark,2011,12.590809
926,76,Denmark,2012,14.136854
927,76,Denmark,2013,14.589979
928,76,Denmark,2014,17.715302
929,76,Denmark,2015,19.535862
930,76,Denmark,2016,17.295467
931,76,Denmark,2017,19.782452
932,76,Denmark,2018,18.735966
933,76,Denmark,2019,22.16392
934,76,Denmark,2020,25.05722
935,76,Denmark,2021,22.320929
936,76,Denmark,2022,26.156992
937,189,Eastern Africa (EI),1971,0.0
938,189,Eastern Africa (EI),1972,0.0
939,189,Eastern Africa (EI),1973,0.0
940,189,Eastern Africa (EI),1974,0.0
941,189,Eastern Africa (EI),1975,0.0
942,189,Eastern Africa (EI),1976,0.0
943,189,Eastern Africa (EI),1977,0.0
944,189,Eastern Africa (EI),1978,0.0
945,189,Eastern Africa (EI),1979,0.0
946,189,Eastern Africa (EI),1980,0.0
947,189,Eastern Africa (EI),1981,0.0
948,189,Eastern Africa (EI),1982,0.0
949,189,Eastern Africa (EI),1983,0.0
950,189,Eastern Africa (EI),1984,0.0
951,189,Eastern Africa (EI),1985,0.0
952,189,Eastern Africa (EI),1986,0.0
953,189,Eastern Africa (EI),1987,0.0
954,189,Eastern Africa (EI),1988,0.0
955,189,Eastern Africa (EI),1989,0.0
956,189,Eastern Africa (EI),1990,0.0
957,189,Eastern Africa (EI),1991,0.0
958,189,Eastern Africa (EI),1992,0.0
959,189,Eastern Africa (EI),1993,0.0
960,189,Eastern Africa (EI),1994,0.0
961,189,Eastern Africa (EI),1995,0.0
962,189,Eastern Africa (EI),1996,0.0
963,189,Eastern Africa (EI),1997,0.0
964,189,Eastern Africa (EI),1998,0.0
965,189,Eastern Africa (EI),1999,0.0
966,189,Eastern Africa (EI),2000,0.00010415738
967,189,Eastern Africa (EI),2001,0.0
968,189,Eastern Africa (EI),2002,0.0002797599
969,189,Eastern Africa (EI),2003,0.00036783214
970,189,Eastern Africa (EI),2004,0.0007720355
971,189,Eastern Africa (EI),2005,0.0010592324
972,189,Eastern Africa (EI),2006,0.0037427868
973,189,Eastern Africa (EI),2007,0.008094056
974,189,Eastern Africa (EI),2008,0.011850566
975,189,Eastern Africa (EI),2009,0.018417433
976,189,Eastern Africa (EI),2010,0.02410829
977,189,Eastern Africa (EI),2011,0.02054025
978,189,Eastern Africa (EI),2012,0.088085234
979,189,Eastern Africa (EI),2013,0.16500433
980,189,Eastern Africa (EI),2014,0.20986256
981,189,Eastern Africa (EI),2015,0.3528934
982,189,Eastern Africa (EI),2016,0.40698567
983,189,Eastern Africa (EI),2017,0.33707678
984,189,Eastern Africa (EI),2018,0.3496597
985,189,Eastern Africa (EI),2019,0.88781565
986,189,Eastern Africa (EI),2020,0.8154695
987,189,Eastern Africa (EI),2021,0.98709667
988,189,Eastern Africa (EI),2022,1.0117807
989,80,Ecuador,1990,0.0
990,80,Ecuador,1991,0.0
991,80,Ecuador,1992,0.0
992,80,Ecuador,1993,0.0
993,80,Ecuador,1994,0.0
994,80,Ecuador,1995,0.0
995,80,Ecuador,1996,0.0
996,80,Ecuador,1997,0.0
997,80,Ecuador,1998,0.0
998,80,Ecuador,1999,0.0
999,80,Ecuador,2000,0.0
1000,80,Ecuador,2001,0.0
1001,80,Ecuador,2002,0.0
1002,80,Ecuador,2003,0.0
1003,80,Ecuador,2004,0.0
1004,80,Ecuador,2005,0.0
1005,80,Ecuador,2006,0.0
1006,80,Ecuador,2007,0.002026444
1007,80,Ecuador,2008,0.005260743
1008,80,Ecuador,2009,0.0064010536
1009,80,Ecuador,2010,0.0061430726
1010,80,Ecuador,2011,0.005604068
1011,80,Ecuador,2012,0.0037808525
1012,80,Ecuador,2013,0.08608985
1013,80,Ecuador,2014,0.11456652
1014,80,Ecuador,2015,0.14149867
1015,80,Ecuador,2016,0.11993394
1016,80,Ecuador,2017,0.10035051
1017,80,Ecuador,2018,0.103131704
1018,80,Ecuador,2019,0.10689392
1019,80,Ecuador,2020,0.1109658
1020,80,Ecuador,2021,0.076461546
1021,80,Ecuador,2022,0.07223602
1022,81,Egypt,1985,0.0
1023,81,Egypt,1986,0.0
1024,81,Egypt,1987,0.0
1025,81,Egypt,1988,0.0
1026,81,Egypt,1989,0.0
1027,81,Egypt,1990,0.0
1028,81,Egypt,1991,0.0
1029,81,Egypt,1992,0.0
1030,81,Egypt,1993,0.0
1031,81,Egypt,1994,0.0
1032,81,Egypt,1995,0.0
1033,81,Egypt,1996,0.0
1034,81,Egypt,1997,0.0
1035,81,Egypt,1998,0.0
1036,81,Egypt,1999,0.0066091693
1037,81,Egypt,2000,0.041868735
1038,81,Egypt,2001,0.088631704
1039,81,Egypt,2002,0.10164011
1040,81,Egypt,2003,0.12839726
1041,81,Egypt,2004,0.21295945
1042,81,Egypt,2005,0.20883965
1043,81,Egypt,2006,0.2337142
1044,81,Egypt,2007,0.2387418
1045,81,Egypt,2008,0.31410304
1046,81,Egypt,2009,0.33615878
1047,81,Egypt,2010,0.4369498
1048,81,Egypt,2011,0.4395904
1049,81,Egypt,2012,0.37568957
1050,81,Egypt,2013,0.44382316
1051,81,Egypt,2014,0.29138377
1052,81,Egypt,2015,0.5250439
1053,81,Egypt,2016,0.62559915
1054,81,Egypt,2017,0.52670807
1055,81,Egypt,2018,0.74063635
1056,81,Egypt,2019,1.2528828
1057,81,Egypt,2020,1.3968842
1058,81,Egypt,2021,1.3367689
1059,81,Egypt,2022,1.2130002
1060,84,Estonia,1990,0.0
1061,84,Estonia,1991,0.0
1062,84,Estonia,1992,0.0
1063,84,Estonia,1993,0.0
1064,84,Estonia,1994,0.0
1065,84,Estonia,1995,0.0
1066,84,Estonia,1996,0.0
1067,84,Estonia,1997,0.0
1068,84,Estonia,1998,0.0
1069,84,Estonia,1999,0.0
1070,84,Estonia,2000,0.0
1071,84,Estonia,2001,0.0
1072,84,Estonia,2002,0.0070936535
1073,84,Estonia,2003,0.028159175
1074,84,Estonia,2004,0.03416512
1075,84,Estonia,2005,0.23940937
1076,84,Estonia,2006,0.34092382
1077,84,Estonia,2007,0.34887484
1078,84,Estonia,2008,0.5507971
1079,84,Estonia,2009,0.9274589
1080,84,Estonia,2010,1.0510584
1081,84,Estonia,2011,1.3913624
1082,84,Estonia,2012,1.6194274
1083,84,Estonia,2013,1.8612152
1084,84,Estonia,2014,2.2065067
1085,84,Estonia,2015,2.8059993
1086,84,Estonia,2016,2.2471619
1087,84,Estonia,2017,2.4515817
1088,84,Estonia,2018,2.1607666
1089,84,Estonia,2019,2.8853302
1090,84,Estonia,2020,3.7706084
1091,84,Estonia,2021,3.112378
1092,84,Estonia,2022,2.7950172
1093,13,Europe,1965,0.0
1094,13,Europe,1966,0.0
1095,13,Europe,1967,0.0
1096,13,Europe,1968,0.0
1097,13,Europe,1969,0.0
1098,13,Europe,1970,0.0
1099,13,Europe,1971,0.0
1100,13,Europe,1972,0.0
1101,13,Europe,1973,0.0
1102,13,Europe,1974,0.0
1103,13,Europe,1975,0.0
1104,13,Europe,1976,0.0
1105,13,Europe,1977,0.0
1106,13,Europe,1978,2.7384987e-05
1107,13,Europe,1979,5.2952593e-05
1108,13,Europe,1980,9.330556e-05
1109,13,Europe,1981,9.394951e-05
1110,13,Europe,1982,0.00016578956
1111,13,Europe,1983,0.00026597886
1112,13,Europe,1984,0.00032744172
1113,13,Europe,1985,0.0005081094
1114,13,Europe,1986,0.0011621327
1115,13,Europe,1987,0.0016232622
1116,13,Europe,1988,0.0027727468
1117,13,Europe,1989,0.004342804
1118,13,Europe,1990,0.006558396
1119,13,Europe,1991,0.008349685
1120,13,Europe,1992,0.013581893
1121,13,Europe,1993,0.021014713
1122,13,Europe,1994,0.028557945
1123,13,Europe,1995,0.037100557
1124,13,Europe,1996,0.046017647
1125,13,Europe,1997,0.07061754
1126,13,Europe,1998,0.10748957
1127,13,Europe,1999,0.13704717
1128,13,Europe,2000,0.21325251
1129,13,Europe,2001,0.25029525
1130,13,Europe,2002,0.33945733
1131,13,Europe,2003,0.40818745
1132,13,Europe,2004,0.53337824
1133,13,Europe,2005,0.63313085
1134,13,Europe,2006,0.725028
1135,13,Europe,2007,0.92157775
1136,13,Europe,2008,1.049425
1137,13,Europe,2009,1.2304686
1138,13,Europe,2010,1.3160206
1139,13,Europe,2011,1.6038673
1140,13,Europe,2012,1.8333939
1141,13,Europe,2013,2.1191857
1142,13,Europe,2014,2.3135393
1143,13,Europe,2015,2.7646635
1144,13,Europe,2016,2.7128768
1145,13,Europe,2017,3.1909266
1146,13,Europe,2018,3.2819319
1147,13,Europe,2019,3.7940447
1148,13,Europe,2020,4.5001163
1149,13,Europe,2021,4.092133
1150,13,Europe,2022,4.7839603
1151,14,Europe (EI),1965,0.0
1152,14,Europe (EI),1966,0.0
1153,14,Europe (EI),1967,0.0
1154,14,Europe (EI),1968,0.0
1155,14,Europe (EI),1969,0.0
1156,14,Europe (EI),1970,0.0
1157,14,Europe (EI),1971,0.0
1158,14,Europe (EI),1972,0.0
1159,14,Europe (EI),1973,0.0
1160,14,Europe (EI),1974,0.0
1161,14,Europe (EI),1975,0.0
1162,14,Europe (EI),1976,0.0
1163,14,Europe (EI),1977,0.0
1164,14,Europe (EI),1978,4.4595246e-05
1165,14,Europe (EI),1979,8.597536e-05
1166,14,Europe (EI),1980,0.00015429399
1167,14,Europe (EI),1981,0.00015832235
1168,14,Europe (EI),1982,0.00028425767
1169,14,Europe (EI),1983,0.00045817738
1170,14,Europe (EI),1984,0.00056665443
1171,14,Europe (EI),1985,0.0007123372
1172,14,Europe (EI),1986,0.0016308189
1173,14,Europe (EI),1987,0.002282233
1174,14,Europe (EI),1988,0.0039011284
1175,14,Europe (EI),1989,0.0061227256
1176,14,Europe (EI),1990,0.009159516
1177,14,Europe (EI),1991,0.011651744
1178,14,Europe (EI),1992,0.018872535
1179,14,Europe (EI),1993,0.028659455
1180,14,Europe (EI),1994,0.03816031
1181,14,Europe (EI),1995,0.04847204
1182,14,Europe (EI),1996,0.059127778
1183,14,Europe (EI),1997,0.0895225
1184,14,Europe (EI),1998,0.13592117
1185,14,Europe (EI),1999,0.17426306
1186,14,Europe (EI),2000,0.27118334
1187,14,Europe (EI),2001,0.3196967
1188,14,Europe (EI),2002,0.4322163
1189,14,Europe (EI),2003,0.51938057
1190,14,Europe (EI),2004,0.67693144
1191,14,Europe (EI),2005,0.80180264
1192,14,Europe (EI),2006,0.92405516
1193,14,Europe (EI),2007,1.1775678
1194,14,Europe (EI),2008,1.3487461
1195,14,Europe (EI),2009,1.5874034
1196,14,Europe (EI),2010,1.711345
1197,14,Europe (EI),2011,2.1215436
1198,14,Europe (EI),2012,2.430328
1199,14,Europe (EI),2013,2.8139663
1200,14,Europe (EI),2014,3.1011786
1201,14,Europe (EI),2015,3.676809
1202,14,Europe (EI),2016,3.651382
1203,14,Europe (EI),2017,4.2715354
1204,14,Europe (EI),2018,4.455453
1205,14,Europe (EI),2019,5.133542
1206,14,Europe (EI),2020,6.121476
1207,14,Europe (EI),2021,5.681057
1208,14,Europe (EI),2022,6.5212755
1209,15,European Union (27),1965,0.0
1210,15,European Union (27),1966,0.0
1211,15,European Union (27),1967,0.0
1212,15,European Union (27),1968,0.0
1213,15,European Union (27),1969,0.0
1214,15,European Union (27),1970,0.0
1215,15,European Union (27),1971,0.0
1216,15,European Union (27),1972,0.0
1217,15,European Union (27),1973,0.0
1218,15,European Union (27),1974,0.0
1219,15,European Union (27),1975,0.0
1220,15,European Union (27),1976,0.0
1221,15,European Union (27),1977,0.0
1222,15,European Union (27),1978,5.5568886e-05
1223,15,European Union (27),1979,0.00010724
1224,15,European Union (27),1980,0.00019089523
1225,15,European Union (27),1981,0.00019653898
1226,15,European Union (27),1982,0.00035464313
1227,15,European Union (27),1983,0.0005743846
1228,15,European Union (27),1984,0.0007074397
1229,15,European Union (27),1985,0.0010112537
1230,15,European Union (27),1986,0.0023202358
1231,15,European Union (27),1987,0.0032461393
1232,15,European Union (27),1988,0.0055626025
1233,15,European Union (27),1989,0.008521381
1234,15,European Union (27),1990,0.013024568
1235,15,European Union (27),1991,0.016479263
1236,15,European Union (27),1992,0.025995897
1237,15,European Union (27),1993,0.03606026
1238,15,European Union (27),1994,0.04612783
1239,15,European Union (27),1995,0.059305444
1240,15,European Union (27),1996,0.07197555
1241,15,European Union (27),1997,0.110277995
1242,15,European Union (27),1998,0.16944194
1243,15,European Union (27),1999,0.22101994
1244,15,European Union (27),2000,0.35196263
1245,15,European Union (27),2001,0.41362584
1246,15,European Union (27),2002,0.56133103
1247,15,European Union (27),2003,0.67537683
1248,15,European Union (27),2004,0.8788414
1249,15,European Union (27),2005,1.0338961
1250,15,European Union (27),2006,1.1784593
1251,15,European Union (27),2007,1.5049618
1252,15,European Union (27),2008,1.7014945
1253,15,European Union (27),2009,1.9742801
1254,15,European Union (27),2010,2.111786
1255,15,European Union (27),2011,2.5607777
1256,15,European Union (27),2012,2.9237385
1257,15,European Union (27),2013,3.2757063
1258,15,European Union (27),2014,3.553786
1259,15,European Union (27),2015,4.1553793
1260,15,European Union (27),2016,4.142307
1261,15,European Union (27),2017,4.7525363
1262,15,European Union (27),2018,4.855109
1263,15,European Union (27),2019,5.5902114
1264,15,European Union (27),2020,6.5624757
1265,15,European Union (27),2021,6.0375133
1266,15,European Union (27),2022,6.78332
1267,16,Finland,1990,0.0
1268,16,Finland,1991,0.0
1269,16,Finland,1992,0.0017938789
1270,16,Finland,1993,0.0035571607
1271,16,Finland,1994,0.0059299744
1272,16,Finland,1995,0.009775853
1273,16,Finland,1996,0.009360844
1274,16,Finland,1997,0.0142655
1275,16,Finland,1998,0.018671757
1276,16,Finland,1999,0.04056918
1277,16,Finland,2000,0.064226955
1278,16,Finland,2001,0.05605038
1279,16,Finland,2002,0.05065658
1280,16,Finland,2003,0.06829393
1281,16,Finland,2004,0.088184595
1282,16,Finland,2005,0.13609771
1283,16,Finland,2006,0.11547523
1284,16,Finland,2007,0.1393922
1285,16,Finland,2008,0.19866626
1286,16,Finland,2009,0.22635774
1287,16,Finland,2010,0.22001635
1288,16,Finland,2011,0.3795113
1289,16,Finland,2012,0.39811036
1290,16,Finland,2013,0.61691946
1291,16,Finland,2014,0.90940845
1292,16,Finland,2015,1.905637
1293,16,Finland,2016,2.4584467
1294,16,Finland,2017,3.899993
1295,16,Finland,2018,4.6272097
1296,16,Finland,2019,4.8568563
1297,16,Finland,2020,6.6570215
1298,16,Finland,2021,6.693168
1299,16,Finland,2022,9.4990015
1300,17,France,1990,3.0208594e-05
1301,17,France,1991,5.1244933e-05
1302,17,France,1992,5.0819035e-05
1303,17,France,1993,0.00024929107
1304,17,France,1994,0.0004942724
1305,17,France,1995,0.0004838583
1306,17,France,1996,0.0007353084
1307,17,France,1997,0.001116461
1308,17,France,1998,0.001912253
1309,17,France,1999,0.0035605205
1310,17,France,2000,0.0045677954
1311,17,France,2001,0.012235256
1312,17,France,2002,0.024846258
1313,17,France,2003,0.035777085
1314,17,France,2004,0.054071277
1315,17,France,2005,0.087381154
1316,17,France,2006,0.19854216
1317,17,France,2007,0.3745801
1318,17,France,2008,0.5191732
1319,17,France,2009,0.7593175
1320,17,France,2010,0.92079985
1321,17,France,2011,1.1785293
1322,17,France,2012,1.4377857
1323,17,France,2013,1.5044138
1324,17,France,2014,1.6775576
1325,17,France,2015,2.0511124
1326,17,France,2016,2.0705037
1327,17,France,2017,2.3885024
1328,17,France,2018,2.709993
1329,17,France,2019,3.3474193
1330,17,France,2020,4.253484
1331,17,France,2021,3.6851757
1332,17,France,2022,4.2530236
1333,18,Germany,1986,6.9500005e-05
1334,18,Germany,1987,0.00013781697
1335,18,Germany,1988,0.0005494009
1336,18,Germany,1989,0.0018046536
1337,18,Germany,1990,0.00500749
1338,18,Germany,1991,0.0072286655
1339,18,Germany,1992,0.020281952
1340,18,Germany,1993,0.044449
1341,18,Germany,1994,0.067976385
1342,18,Germany,1995,0.111590244
1343,18,Germany,1996,0.1463426
1344,18,Germany,1997,0.21638353
1345,18,Germany,1998,0.3302274
1346,18,Germany,1999,0.4124129
1347,18,Germany,2000,0.70436645
1348,18,Germany,2001,0.7592492
1349,18,Germany,2002,1.1495706
1350,18,Germany,2003,1.3802537
1351,18,Germany,2004,1.869818
1352,18,Germany,2005,2.0069606
1353,18,Germany,2006,2.1940184
1354,18,Germany,2007,2.941843
1355,18,Germany,2008,2.955636
1356,18,Germany,2009,2.981672
1357,18,Germany,2010,2.781026
1358,18,Germany,2011,3.706644
1359,18,Germany,2012,3.7667844
1360,18,Germany,2013,3.715384
1361,18,Germany,2014,4.271008
1362,18,Germany,2015,5.7425637
1363,18,Germany,2016,5.5676827
1364,18,Germany,2017,7.2258763
1365,18,Germany,2018,7.6651015
1366,18,Germany,2019,8.975284
1367,18,Germany,2020,10.062125
1368,18,Germany,2021,8.451835
1369,18,Germany,2022,9.561261
1370,95,Greece,1987,0.0012214956
1371,95,Greece,1988,0.0011568833
1372,95,Greece,1989,0.0010672404
1373,95,Greece,1990,0.0020583766
1374,95,Greece,1991,0.00202893
1375,95,Greece,1992,0.007975201
1376,95,Greece,1993,0.046244375
1377,95,Greece,1994,0.03579616
1378,95,Greece,1995,0.03173592
1379,95,Greece,1996,0.03459524
1380,95,Greece,1997,0.031867582
1381,95,Greece,1998,0.05834413
1382,95,Greece,1999,0.13505094
1383,95,Greece,2000,0.35748416
1384,95,Greece,2001,0.5906432
1385,95,Greece,2002,0.50486445
1386,95,Greece,2003,0.7433862
1387,95,Greece,2004,0.8109975
1388,95,Greece,2005,0.9074875
1389,95,Greece,2006,1.1756085
1390,95,Greece,2007,1.225852
1391,95,Greece,2008,1.5307043
1392,95,Greece,2009,1.791601
1393,95,Greece,2010,1.9904869
1394,95,Greece,2011,2.4632227
1395,95,Greece,2012,3.0222795
1396,95,Greece,2013,3.4361136
1397,95,Greece,2014,3.2453327
1398,95,Greece,2015,3.992093
1399,95,Greece,2016,4.4876513
1400,95,Greece,2017,4.573736
1401,95,Greece,2018,5.143882
1402,95,Greece,2019,6.0448194
1403,95,Greece,2020,8.82934
1404,95,Greece,2021,9.067595
1405,95,Greece,2022,8.981412
1406,19,High-income countries,1965,0.0
1407,19,High-income countries,1966,0.0
1408,19,High-income countries,1967,0.0
1409,19,High-income countries,1968,0.0
1410,19,High-income countries,1969,0.0
1411,19,High-income countries,1970,0.0
1412,19,High-income countries,1971,0.0
1413,19,High-income countries,1972,0.0
1414,19,High-income countries,1973,0.0
1415,19,High-income countries,1974,0.0
1416,19,High-income countries,1975,0.0
1417,19,High-income countries,1976,0.0
1418,19,High-income countries,1977,0.0
1419,19,High-income countries,1978,1.7886603e-05
1420,19,High-income countries,1979,3.4762365e-05
1421,19,High-income countries,1980,6.259562e-05
1422,19,High-income countries,1981,6.3926476e-05
1423,19,High-income countries,1982,0.00011589974
1424,19,High-income countries,1983,0.0002044688
1425,19,High-income countries,1984,0.00026635441
1426,19,High-income countries,1985,0.0003734664
1427,19,High-income countries,1986,0.0007943451
1428,19,High-income countries,1987,0.0010870378
1429,19,High-income countries,1988,0.001780984
1430,19,High-income countries,1989,0.013966551
1431,19,High-income countries,1990,0.01883893
1432,19,High-income countries,1991,0.020596461
1433,19,High-income countries,1992,0.023224927
1434,19,High-income countries,1993,0.02734207
1435,19,High-income countries,1994,0.0325112
1436,19,High-income countries,1995,0.034526702
1437,19,High-income countries,1996,0.03838448
1438,19,High-income countries,1997,0.049700208
1439,19,High-income countries,1998,0.06626776
1440,19,High-income countries,1999,0.086680464
1441,19,High-income countries,2000,0.12806769
1442,19,High-income countries,2001,0.15406401
1443,19,High-income countries,2002,0.21148692
1444,19,High-income countries,2003,0.25131547
1445,19,High-income countries,2004,0.3240424
1446,19,High-income countries,2005,0.39185038
1447,19,High-income countries,2006,0.48295105
1448,19,High-income countries,2007,0.6082344
1449,19,High-income countries,2008,0.7619497
1450,19,High-income countries,2009,0.94867486
1451,19,High-income countries,2010,1.0656832
1452,19,High-income countries,2011,1.3152448
1453,19,High-income countries,2012,1.5165482
1454,19,High-income countries,2013,1.7277801
1455,19,High-income countries,2014,1.8512985
1456,19,High-income countries,2015,2.1290562
1457,19,High-income countries,2016,2.2699094
1458,19,High-income countries,2017,2.5771315
1459,19,High-income countries,2018,2.6798258
1460,19,High-income countries,2019,3.004293
1461,19,High-income countries,2020,3.613723
1462,19,High-income countries,2021,3.5429304
1463,19,High-income countries,2022,3.960153
1464,104,Hong Kong,1995,0.0
1465,104,Hong Kong,1996,0.0
1466,104,Hong Kong,1997,0.0
1467,104,Hong Kong,1998,0.0
1468,104,Hong Kong,1999,0.0
1469,104,Hong Kong,2008,0.00080172904
1470,104,Hong Kong,2009,0.0009937222
1471,104,Hong Kong,2010,0.0008996287
1472,104,Hong Kong,2011,0.0007270834
1473,104,Hong Kong,2012,0.00091227365
1474,104,Hong Kong,2013,0.0007009433
1475,104,Hong Kong,2014,0.0007685733
1476,104,Hong Kong,2015,0.00066892273
1477,104,Hong Kong,2016,0.00039303096
1478,104,Hong Kong,2017,0.0007736013
1479,104,Hong Kong,2018,0.00050924666
1480,104,Hong Kong,2019,0.00053521805
1481,104,Hong Kong,2020,0.0008138057
1482,104,Hong Kong,2021,0.0011033377
1483,104,Hong Kong,2022,0.0012252422
1484,105,Hungary,1990,0.0
1485,105,Hungary,1991,0.0
1486,105,Hungary,1992,0.0
1487,105,Hungary,1993,0.0
1488,105,Hungary,1994,0.0
1489,105,Hungary,1995,0.0
1490,105,Hungary,1996,0.0
1491,105,Hungary,1997,0.0
1492,105,Hungary,1998,0.0
1493,105,Hungary,1999,0.0
1494,105,Hungary,2000,0.0
1495,105,Hungary,2001,0.0010213231
1496,105,Hungary,2002,0.0010390554
1497,105,Hungary,2003,0.004079123
1498,105,Hungary,2004,0.0059841867
1499,105,Hungary,2005,0.009294475
1500,105,Hungary,2006,0.040505957
1501,105,Hungary,2007,0.104345344
1502,105,Hungary,2008,0.19600843
1503,105,Hungary,2009,0.3389905
1504,105,Hungary,2010,0.52648944
1505,105,Hungary,2011,0.6408714
1506,105,Hungary,2012,0.8420525
1507,105,Hungary,2013,0.82195413
1508,105,Hungary,2014,0.74648094
1509,105,Hungary,2015,0.7434004
1510,105,Hungary,2016,0.7166854
1511,105,Hungary,2017,0.7490928
1512,105,Hungary,2018,0.5921612
1513,105,Hungary,2019,0.6990456
1514,105,Hungary,2020,0.6363469
1515,105,Hungary,2021,0.61181045
1516,105,Hungary,2022,0.59309846
1517,106,Iceland,2007,0.0
1518,20,India,1965,0.0
1519,20,India,1966,0.0
1520,20,India,1967,0.0
1521,20,India,1968,0.0
