,code,entity,year,solar_(%_equivalent_primary_energy)
780,12,Colombia,1998,0.0
781,12,Colombia,1999,0.0
782,12,Colombia,2000,0.0017270469
783,12,Colombia,2001,0.0024743122
784,12,Colombia,2002,0.0042835833
785,12,Colombia,2003,0.005753302
786,12,Colombia,2004,0.0067487615
787,12,Colombia,2005,0.008163862
788,12,Colombia,2006,0.0
789,12,Colombia,2007,0.0
790,12,Colombia,2008,0.0
791,12,Colombia,2009,0.0
792,12,Colombia,2010,0.0
793,12,Colombia,2011,0.0
794,12,Colombia,2012,0.0
795,12,Colombia,2013,0.0
796,12,Colombia,2014,0.0
797,12,Colombia,2015,0.0
798,12,Colombia,2016,0.0
799,12,Colombia,2017,0.0024206643
800,12,Colombia,2018,0.005685449
801,12,Colombia,2019,0.0618095
802,12,Colombia,2020,0.09775845
803,12,Colombia,2021,0.147173
804,12,Colombia,2022,0.21503794
805,71,Croatia,1990,0.0
806,71,Croatia,1991,0.0
807,71,Croatia,1992,0.0
808,71,Croatia,1993,0.0
809,71,Croatia,1994,0.0
810,71,Croatia,1995,0.0
811,71,Croatia,1996,0.0
812,71,Croatia,1997,0.0
813,71,Croatia,1998,0.0
814,71,Croatia,1999,0.0
815,71,Croatia,2000,0.0
816,71,Croatia,2001,0.0
817,71,Croatia,2002,0.0
818,71,Croatia,2003,0.0
819,71,Croatia,2004,0.0
820,71,Croatia,2005,0.0
821,71,Croatia,2006,0.0
822,71,Croatia,2007,0.0
823,71,Croatia,2008,0.0
824,71,Croatia,2009,0.00023865109
825,71,Croatia,2010,0.00030764495
826,71,Croatia,2011,0.0004001514
827,71,Croatia,2012,0.007525125
828,71,Croatia,2013,0.03200778
829,71,Croatia,2014,0.09925109
830,71,Croatia,2015,0.16942483
831,71,Croatia,2016,0.18521567
832,71,Croatia,2017,0.22097076
833,71,Croatia,2018,0.20187867
834,71,Croatia,2019,0.2286211
835,71,Croatia,2020,0.27447444
836,71,Croatia,2021,0.39631277
837,71,Croatia,2022,0.4450164
838,75,Czechia,1990,0.0
839,75,Czechia,1991,0.0
840,75,Czechia,1992,0.0
841,75,Czechia,1993,0.0
842,75,Czechia,1994,0.0
843,75,Czechia,1995,0.0
844,75,Czechia,1996,0.0
845,75,Czechia,1997,0.0
846,75,Czechia,1998,0.0
847,75,Czechia,1999,0.0
848,75,Czechia,2000,0.0
849,75,Czechia,2001,0.0
850,75,Czechia,2002,0.0
851,75,Czechia,2003,0.0
852,75,Czechia,2004,5.4594635e-05
853,75,Czechia,2005,3.7471178e-05
854,75,Czechia,2006,9.13617e-05
855,75,Czechia,2007,0.0009470286
856,75,Czechia,2008,0.0070779365
857,75,Czechia,2009,0.050326087
858,75,Czechia,2010,0.33270374
859,75,Czechia,2011,1.1991484
860,75,Czechia,2012,1.1796027
861,75,Czechia,2013,1.1300682
862,75,Czechia,2014,1.200742
863,75,Czechia,2015,1.2970208
864,75,Czechia,2016,1.230239
865,75,Czechia,2017,1.1916336
866,75,Czechia,2018,1.2666453
867,75,Czechia,2019,1.2614659
868,75,Czechia,2020,1.3274803
869,75,Czechia,2021,1.2077504
870,75,Czechia,2022,1.2890486
871,76,Denmark,1990,0.0
872,76,Denmark,1991,0.0
873,76,Denmark,1992,0.0
874,76,Denmark,1993,0.0
875,76,Denmark,1994,0.0
876,76,Denmark,1995,0.0
877,76,Denmark,1996,0.00016433976
878,76,Denmark,1997,0.0003591642
879,76,Denmark,1998,0.00046623367
880,76,Denmark,1999,0.0010582427
881,76,Denmark,2000,0.0015002528
882,76,Denmark,2001,0.0014861249
883,76,Denmark,2002,0.0015787269
884,76,Denmark,2003,0.0017264972
885,76,Denmark,2004,0.0021928363
886,76,Denmark,2005,0.0027188894
887,76,Denmark,2006,0.0025041157
888,76,Denmark,2007,0.0029557156
889,76,Denmark,2008,0.0032514953
890,76,Denmark,2009,0.0048806095
891,76,Denmark,2010,0.0075023184
892,76,Denmark,2011,0.019490737
893,76,Denmark,2012,0.14296773
894,76,Denmark,2013,0.67883974
895,76,Denmark,2014,0.80664855
896,76,Denmark,2015,0.83525676
897,76,Denmark,2016,1.006439
898,76,Denmark,2017,1.0058347
899,76,Denmark,2018,1.2843424
900,76,Denmark,2019,1.3219843
901,76,Denmark,2020,1.8114185
902,76,Denmark,2021,1.8198369
903,76,Denmark,2022,2.669323
904,189,Eastern Africa (EI),1971,0.0
905,189,Eastern Africa (EI),1972,0.0
906,189,Eastern Africa (EI),1973,0.0
907,189,Eastern Africa (EI),1974,0.0
908,189,Eastern Africa (EI),1975,0.0
909,189,Eastern Africa (EI),1976,0.0
910,189,Eastern Africa (EI),1977,0.0
911,189,Eastern Africa (EI),1978,0.0
912,189,Eastern Africa (EI),1979,0.0
913,189,Eastern Africa (EI),1980,0.0
914,189,Eastern Africa (EI),1981,0.0
915,189,Eastern Africa (EI),1982,0.0
916,189,Eastern Africa (EI),1983,0.0
917,189,Eastern Africa (EI),1984,0.0
918,189,Eastern Africa (EI),1985,0.0
919,189,Eastern Africa (EI),1986,0.0
920,189,Eastern Africa (EI),1987,0.0
921,189,Eastern Africa (EI),1988,0.0
922,189,Eastern Africa (EI),1989,0.0
923,189,Eastern Africa (EI),1990,0.0
924,189,Eastern Africa (EI),1991,0.0
925,189,Eastern Africa (EI),1992,0.0
926,189,Eastern Africa (EI),1993,0.0
927,189,Eastern Africa (EI),1994,0.0
928,189,Eastern Africa (EI),1995,0.0
929,189,Eastern Africa (EI),1996,0.0
930,189,Eastern Africa (EI),1997,0.0
931,189,Eastern Africa (EI),1998,0.0
932,189,Eastern Africa (EI),1999,0.0
933,189,Eastern Africa (EI),2000,0.0
934,189,Eastern Africa (EI),2001,0.00016545784
935,189,Eastern Africa (EI),2002,0.00032358925
936,189,Eastern Africa (EI),2003,0.00031909475
937,189,Eastern Africa (EI),2004,0.00059618294
938,189,Eastern Africa (EI),2005,0.0011187119
939,189,Eastern Africa (EI),2006,0.0041381163
940,189,Eastern Africa (EI),2007,0.0074386457
941,189,Eastern Africa (EI),2008,0.01410941
942,189,Eastern Africa (EI),2009,0.02309625
943,189,Eastern Africa (EI),2010,0.061432138
944,189,Eastern Africa (EI),2011,0.10715297
945,189,Eastern Africa (EI),2012,0.14249851
946,189,Eastern Africa (EI),2013,0.16374613
947,189,Eastern Africa (EI),2014,0.19441146
948,189,Eastern Africa (EI),2015,0.21244793
949,189,Eastern Africa (EI),2016,0.24427392
950,189,Eastern Africa (EI),2017,0.26000255
951,189,Eastern Africa (EI),2018,0.28220215
952,189,Eastern Africa (EI),2019,0.46300954
953,189,Eastern Africa (EI),2020,0.53984326
954,189,Eastern Africa (EI),2021,0.5819699
955,189,Eastern Africa (EI),2022,0.7517515
956,80,Ecuador,1990,0.0
957,80,Ecuador,1991,0.0
958,80,Ecuador,1992,0.0
959,80,Ecuador,1993,0.0
960,80,Ecuador,1994,0.0
961,80,Ecuador,1995,0.0
962,80,Ecuador,1996,0.0
963,80,Ecuador,1997,0.0
964,80,Ecuador,1998,0.0
965,80,Ecuador,1999,0.0
966,80,Ecuador,2000,0.0
967,80,Ecuador,2001,0.0
968,80,Ecuador,2002,0.0
969,80,Ecuador,2003,0.0
970,80,Ecuador,2004,0.0
971,80,Ecuador,2005,2.9387087e-05
972,80,Ecuador,2006,3.3148026e-05
973,80,Ecuador,2007,3.825274e-05
974,80,Ecuador,2008,5.233757e-05
975,80,Ecuador,2009,1.5738096e-05
976,80,Ecuador,2010,0.0
977,80,Ecuador,2011,9.738148e-05
978,80,Ecuador,2012,0.00051337964
979,80,Ecuador,2013,0.0055623134
980,80,Ecuador,2014,0.023680834
981,80,Ecuador,2015,0.05163789
982,80,Ecuador,2016,0.055360682
983,80,Ecuador,2017,0.051241733
984,80,Ecuador,2018,0.048932124
985,80,Ecuador,2019,0.04749344
986,80,Ecuador,2020,0.05434585
987,80,Ecuador,2021,0.045462612
988,80,Ecuador,2022,0.045892578
989,81,Egypt,1990,0.0
990,81,Egypt,1991,0.0
991,81,Egypt,1992,0.0
992,81,Egypt,1993,0.0
993,81,Egypt,1994,0.0
994,81,Egypt,1995,0.0
995,81,Egypt,1996,0.0
996,81,Egypt,1997,0.0
997,81,Egypt,1998,0.0
998,81,Egypt,1999,0.0
999,81,Egypt,2000,0.000104021536
1000,81,Egypt,2001,0.00044563398
1001,81,Egypt,2002,0.00047830603
1002,81,Egypt,2003,0.00044893942
1003,81,Egypt,2004,0.00042249434
1004,81,Egypt,2005,0.00040940076
1005,81,Egypt,2006,0.00038626735
1006,81,Egypt,2007,0.00043247873
1007,81,Egypt,2008,0.0005067192
1008,81,Egypt,2009,0.00071302964
1009,81,Egypt,2010,0.007814077
1010,81,Egypt,2011,0.07192159
1011,81,Egypt,2012,0.14176217
1012,81,Egypt,2013,0.0071607516
1013,81,Egypt,2014,0.03954987
1014,81,Egypt,2015,0.011639637
1015,81,Egypt,2016,0.060978286
1016,81,Egypt,2017,0.15044034
1017,81,Egypt,2018,0.13711518
1018,81,Egypt,2019,0.3746305
1019,81,Egypt,2020,1.1886923
1020,81,Egypt,2021,1.261439
1021,81,Egypt,2022,1.1851815
1022,84,Estonia,1990,0.0
1023,84,Estonia,1991,0.0
1024,84,Estonia,1992,0.0
1025,84,Estonia,1993,0.0
1026,84,Estonia,1994,0.0
1027,84,Estonia,1995,0.0
1028,84,Estonia,1996,0.0
1029,84,Estonia,1997,0.0
1030,84,Estonia,1998,0.0
1031,84,Estonia,1999,0.0
1032,84,Estonia,2000,0.0
1033,84,Estonia,2001,0.0
1034,84,Estonia,2002,0.0
1035,84,Estonia,2003,0.0
1036,84,Estonia,2004,0.0
1037,84,Estonia,2005,0.0
1038,84,Estonia,2006,0.0
1039,84,Estonia,2007,0.0
1040,84,Estonia,2008,0.0
1041,84,Estonia,2009,0.0004756216
1042,84,Estonia,2010,0.00037944337
1043,84,Estonia,2011,0.0007561746
1044,84,Estonia,2012,0.0011194198
1045,84,Estonia,2013,0.004925709
1046,84,Estonia,2014,0.0113247745
1047,84,Estonia,2015,0.023154385
1048,84,Estonia,2016,0.036696102
1049,84,Estonia,2017,0.049167138
1050,84,Estonia,2018,0.10464082
1051,84,Estonia,2019,0.30869243
1052,84,Estonia,2020,0.54727465
1053,84,Estonia,2021,1.5031128
1054,84,Estonia,2022,2.503788
1055,13,Europe,1965,0.0
1056,13,Europe,1966,0.0
1057,13,Europe,1967,0.0
1058,13,Europe,1968,0.0
1059,13,Europe,1969,0.0
1060,13,Europe,1970,0.0
1061,13,Europe,1971,0.0
1062,13,Europe,1972,0.0
1063,13,Europe,1973,0.0
1064,13,Europe,1974,0.0
1065,13,Europe,1975,0.0
1066,13,Europe,1976,0.0
1067,13,Europe,1977,0.0
1068,13,Europe,1978,0.0
1069,13,Europe,1979,0.0
1070,13,Europe,1980,0.0
1071,13,Europe,1981,0.0
1072,13,Europe,1982,0.0
1073,13,Europe,1983,0.0
1074,13,Europe,1984,8.658375e-06
1075,13,Europe,1985,8.941509e-06
1076,13,Europe,1986,8.786474e-06
1077,13,Europe,1987,0.0
1078,13,Europe,1988,8.494864e-06
1079,13,Europe,1989,7.660077e-05
1080,13,Europe,1990,0.00010563809
1081,13,Europe,1991,0.00013316148
1082,13,Europe,1992,0.00022286492
1083,13,Europe,1993,0.00029680188
1084,13,Europe,1994,0.0003312372
1085,13,Europe,1995,0.00043017007
1086,13,Europe,1996,0.0004548283
1087,13,Europe,1997,0.00055092556
1088,13,Europe,1998,0.00064568344
1089,13,Europe,1999,0.0007730068
1090,13,Europe,2000,0.0007090077
1091,13,Europe,2001,0.0018101495
1092,13,Europe,2002,0.0029328412
1093,13,Europe,2003,0.004266614
1094,13,Europe,2004,0.0067039933
1095,13,Europe,2005,0.013379571
1096,13,Europe,2006,0.022269985
1097,13,Europe,2007,0.033664513
1098,13,Europe,2008,0.06564341
1099,13,Europe,2009,0.13087617
1100,13,Europe,2010,0.20542094
1101,13,Europe,2011,0.4151267
1102,13,Europe,2012,0.63286585
1103,13,Europe,2013,0.7623565
1104,13,Europe,2014,0.88771963
1105,13,Europe,2015,0.9825155
1106,13,Europe,2016,0.9949868
1107,13,Europe,2017,1.0565441
1108,13,Europe,2018,1.1121991
1109,13,Europe,2019,1.2387826
1110,13,Europe,2020,1.5407023
1111,13,Europe,2021,1.6243793
1112,13,Europe,2022,2.1300478
1113,14,Europe (EI),1965,0.0
1114,14,Europe (EI),1966,0.0
1115,14,Europe (EI),1967,0.0
1116,14,Europe (EI),1968,0.0
1117,14,Europe (EI),1969,0.0
1118,14,Europe (EI),1970,0.0
1119,14,Europe (EI),1971,0.0
1120,14,Europe (EI),1972,0.0
1121,14,Europe (EI),1973,0.0
1122,14,Europe (EI),1974,0.0
1123,14,Europe (EI),1975,0.0
1124,14,Europe (EI),1976,0.0
1125,14,Europe (EI),1977,0.0
1126,14,Europe (EI),1978,0.0
1127,14,Europe (EI),1979,0.0
1128,14,Europe (EI),1980,0.0
1129,14,Europe (EI),1981,0.0
1130,14,Europe (EI),1982,0.0
1131,14,Europe (EI),1983,0.0
1132,14,Europe (EI),1984,1.4983746e-05
1133,14,Europe (EI),1985,1.2535429e-05
1134,14,Europe (EI),1986,1.233004e-05
1135,14,Europe (EI),1987,0.0
1136,14,Europe (EI),1988,1.1951889e-05
1137,14,Europe (EI),1989,0.00010799603
1138,14,Europe (EI),1990,0.00014753504
1139,14,Europe (EI),1991,0.00018582253
1140,14,Europe (EI),1992,0.00030967843
1141,14,Europe (EI),1993,0.00040477197
1142,14,Europe (EI),1994,0.0004426125
1143,14,Europe (EI),1995,0.0005620202
1144,14,Europe (EI),1996,0.0005844057
1145,14,Europe (EI),1997,0.00069841393
1146,14,Europe (EI),1998,0.00081606983
1147,14,Europe (EI),1999,0.0009815063
1148,14,Europe (EI),2000,0.00090034644
1149,14,Europe (EI),2001,0.002306972
1150,14,Europe (EI),2002,0.0037299797
1151,14,Europe (EI),2003,0.0054224855
1152,14,Europe (EI),2004,0.008501234
1153,14,Europe (EI),2005,0.0169319
1154,14,Europe (EI),2006,0.028341202
1155,14,Europe (EI),2007,0.04287691
1156,14,Europe (EI),2008,0.08378619
1157,14,Europe (EI),2009,0.1669924
1158,14,Europe (EI),2010,0.2620862
1159,14,Europe (EI),2011,0.53528744
1160,14,Europe (EI),2012,0.81610054
1161,14,Europe (EI),2013,0.98146427
1162,14,Europe (EI),2014,1.1504358
1163,14,Europe (EI),2015,1.2579725
1164,14,Europe (EI),2016,1.2819496
1165,14,Europe (EI),2017,1.3743863
1166,14,Europe (EI),2018,1.5144265
1167,14,Europe (EI),2019,1.6889596
1168,14,Europe (EI),2020,2.106194
1169,14,Europe (EI),2021,2.2560318
1170,14,Europe (EI),2022,2.898128
1171,15,European Union (27),1965,0.0
1172,15,European Union (27),1966,0.0
1173,15,European Union (27),1967,0.0
1174,15,European Union (27),1968,0.0
1175,15,European Union (27),1969,0.0
1176,15,European Union (27),1970,0.0
1177,15,European Union (27),1971,0.0
1178,15,European Union (27),1972,0.0
1179,15,European Union (27),1973,0.0
1180,15,European Union (27),1974,0.0
1181,15,European Union (27),1975,0.0
1182,15,European Union (27),1976,0.0
1183,15,European Union (27),1977,0.0
1184,15,European Union (27),1978,0.0
1185,15,European Union (27),1979,0.0
1186,15,European Union (27),1980,0.0
1187,15,European Union (27),1981,0.0
1188,15,European Union (27),1982,0.0
1189,15,European Union (27),1983,0.0
1190,15,European Union (27),1984,0.0
1191,15,European Union (27),1985,0.0
1192,15,European Union (27),1986,0.0
1193,15,European Union (27),1987,0.0
1194,15,European Union (27),1988,0.0
1195,15,European Union (27),1989,0.0001529761
1196,15,European Union (27),1990,0.00019364529
1197,15,European Union (27),1991,0.00022958968
1198,15,European Union (27),1992,0.00038227355
1199,15,European Union (27),1993,0.0004946738
1200,15,European Union (27),1994,0.00051897665
1201,15,European Union (27),1995,0.0006643182
1202,15,European Union (27),1996,0.00067637075
1203,15,European Union (27),1997,0.0008311498
1204,15,European Union (27),1998,0.00097338506
1205,15,European Union (27),1999,0.0011456545
1206,15,European Union (27),2000,0.0009388729
1207,15,European Union (27),2001,0.002780784
1208,15,European Union (27),2002,0.0046604527
1209,15,European Union (27),2003,0.0068807765
1210,15,European Union (27),2004,0.011036939
1211,15,European Union (27),2005,0.022418467
1212,15,European Union (27),2006,0.037829448
1213,15,European Union (27),2007,0.05764545
1214,15,European Union (27),2008,0.11309953
1215,15,European Union (27),2009,0.22613215
1216,15,European Union (27),2010,0.35408518
1217,15,European Union (27),2011,0.7257117
1218,15,European Union (27),2012,1.0951385
1219,15,European Union (27),2013,1.3040272
1220,15,European Union (27),2014,1.4943489
1221,15,European Union (27),2015,1.5747979
1222,15,European Union (27),2016,1.5521286
1223,15,European Union (27),2017,1.6245103
1224,15,European Union (27),2018,1.7175963
1225,15,European Union (27),2019,1.904475
1226,15,European Union (27),2020,2.3848057
1227,15,European Union (27),2021,2.5488834
1228,15,European Union (27),2022,3.343229
1229,16,Finland,1990,0.0004162212
1230,16,Finland,1991,0.0004648818
1231,16,Finland,1992,0.0005327829
1232,16,Finland,1993,0.0005976038
1233,16,Finland,1994,0.0006362021
1234,16,Finland,1995,0.0007438521
1235,16,Finland,1996,0.00083566253
1236,16,Finland,1997,0.0010136919
1237,16,Finland,1998,0.0010488607
1238,16,Finland,1999,0.0011731946
1239,16,Finland,2000,0.001297715
1240,16,Finland,2001,0.0013732334
1241,16,Finland,2002,0.0014761689
1242,16,Finland,2003,0.0015399163
1243,16,Finland,2004,0.0017300736
1244,16,Finland,2005,0.0021070305
1245,16,Finland,2006,0.0025069895
1246,16,Finland,2007,0.002819537
1247,16,Finland,2008,0.0030075968
1248,16,Finland,2009,0.003532544
1249,16,Finland,2010,0.0035426351
1250,16,Finland,2011,0.00417831
1251,16,Finland,2012,0.004630044
1252,16,Finland,2013,0.005144635
1253,16,Finland,2014,0.006367331
1254,16,Finland,2015,0.009261445
1255,16,Finland,2016,0.017681632
1256,16,Finland,2017,0.039456278
1257,16,Finland,2018,0.071504354
1258,16,Finland,2019,0.11865097
1259,16,Finland,2020,0.18321222
1260,16,Finland,2021,0.24344371
1261,16,Finland,2022,0.2511993
1262,17,France,1990,0.0
1263,17,France,1991,0.0
1264,17,France,1992,0.00015444886
1265,17,France,1993,0.00017465658
1266,17,France,1994,0.00019738302
1267,17,France,1995,0.0002093823
1268,17,France,1996,0.00026227953
1269,17,France,1997,0.00034178703
1270,17,France,1998,0.00040099258
1271,17,France,1999,0.0004382661
1272,17,France,2000,0.0004970565
1273,17,France,2001,0.00057538407
1274,17,France,2002,0.000666016
1275,17,France,2003,0.000716215
1276,17,France,2004,0.0007677194
1277,17,France,2005,0.00095381466
1278,17,France,2006,0.0010833412
1279,17,France,2007,0.001656621
1280,17,France,2008,0.0038295195
1281,17,France,2009,0.016698845
1282,17,France,2010,0.057405315
1283,17,France,2011,0.19886969
1284,17,France,2012,0.38222304
1285,17,France,2013,0.44363272
1286,17,France,2014,0.57507765
1287,17,France,2015,0.69777286
1288,17,France,2016,0.7933908
1289,17,France,2017,0.8858343
1290,17,France,2018,0.9920869
1291,17,France,2019,1.1422987
1292,17,France,2020,1.3895328
1293,17,France,2021,1.5287933
1294,17,France,2022,2.2526276
1295,18,Germany,1990,7.052834e-05
1296,18,Germany,1991,7.228692e-05
1297,18,Germany,1992,0.00014750496
1298,18,Germany,1993,0.00022224509
1299,18,Germany,1994,0.00029912568
1300,18,Germany,1995,0.00037196744
1301,18,Germany,1996,0.0004321142
1302,18,Germany,1997,0.0008025029
1303,18,Germany,1998,0.0011034524
1304,18,Germany,1999,0.0014174824
1305,18,Germany,2000,0.0
1306,18,Germany,2001,0.0072309473
1307,18,Germany,2002,0.014551528
1308,18,Germany,2003,0.022634221
1309,18,Germany,2004,0.040028
1310,18,Germany,2005,0.09451661
1311,18,Germany,2006,0.15864678
1312,18,Germany,2007,0.22782633
1313,18,Germany,2008,0.32195255
1314,18,Germany,2009,0.507913
1315,18,Germany,2010,0.8630869
1316,18,Germany,2011,1.4862412
1317,18,Germany,2012,1.9492818
1318,18,Germany,2013,2.1572857
1319,18,Germany,2014,2.5881448
1320,18,Germany,2015,2.7120194
1321,18,Germany,2016,2.6162338
1322,18,Germany,2017,2.6499598
1323,18,Germany,2018,3.0897152
1324,18,Germany,2019,3.2239132
1325,18,Germany,2020,3.7700784
1326,18,Germany,2021,3.63737
1327,18,Germany,2022,4.6389523
1328,95,Greece,1990,0.0
1329,95,Greece,1991,0.0
1330,95,Greece,1992,0.0
1331,95,Greece,1993,0.0
1332,95,Greece,1994,0.0
1333,95,Greece,1995,0.0
1334,95,Greece,1996,0.0
1335,95,Greece,1997,0.0
1336,95,Greece,1998,0.0
1337,95,Greece,1999,0.0
1338,95,Greece,2000,0.0
1339,95,Greece,2001,0.0
1340,95,Greece,2002,0.0
1341,95,Greece,2003,0.0
1342,95,Greece,2004,0.00056079833
1343,95,Greece,2005,0.0006828807
1344,95,Greece,2006,0.0009588294
1345,95,Greece,2007,0.0009574863
1346,95,Greece,2008,0.0035748312
1347,95,Greece,2009,0.035226114
1348,95,Greece,2010,0.11569733
1349,95,Greece,2011,0.45346278
1350,95,Greece,2012,1.3297377
1351,95,Greece,2013,3.028479
1352,95,Greece,2014,3.3362284
1353,95,Greece,2015,3.3688915
1354,95,Greece,2016,3.4270406
1355,95,Greece,2017,3.2970934
1356,95,Greece,2018,3.0948992
1357,95,Greece,2019,3.684044
1358,95,Greece,2020,4.2172236
1359,95,Greece,2021,4.542004
1360,95,Greece,2022,5.9052286
1361,19,High-income countries,1965,0.0
1362,19,High-income countries,1966,0.0
1363,19,High-income countries,1967,0.0
1364,19,High-income countries,1968,0.0
1365,19,High-income countries,1969,0.0
1366,19,High-income countries,1970,0.0
1367,19,High-income countries,1971,0.0
1368,19,High-income countries,1972,0.0
1369,19,High-income countries,1973,0.0
1370,19,High-income countries,1974,0.0
1371,19,High-income countries,1975,0.0
1372,19,High-income countries,1976,0.0
1373,19,High-income countries,1977,0.0
1374,19,High-income countries,1978,0.0
1375,19,High-income countries,1979,0.0
1376,19,High-income countries,1980,0.0
1377,19,High-income countries,1981,0.0
1378,19,High-income countries,1982,0.0
1379,19,High-income countries,1983,1.8704293e-05
1380,19,High-income countries,1984,3.7559446e-05
1381,19,High-income countries,1985,6.8316294e-05
1382,19,High-income countries,1986,8.687688e-05
1383,19,High-income countries,1987,5.8993184e-05
1384,19,High-income countries,1988,5.4764587e-05
1385,19,High-income countries,1989,0.0013821367
1386,19,High-income countries,1990,0.0020170654
1387,19,High-income countries,1991,0.0026055383
1388,19,High-income countries,1992,0.0023712802
1389,19,High-income countries,1993,0.0027826729
1390,19,High-income countries,1994,0.002919299
1391,19,High-income countries,1995,0.003027701
1392,19,High-income countries,1996,0.0031801711
1393,19,High-income countries,1997,0.0033709782
1394,19,High-income countries,1998,0.0036254867
1395,19,High-income countries,1999,0.003981359
1396,19,High-income countries,2000,0.004489794
1397,19,High-income countries,2001,0.0059912624
1398,19,High-income countries,2002,0.007427039
1399,19,High-income countries,2003,0.009138555
1400,19,High-income countries,2004,0.011774767
1401,19,High-income countries,2005,0.016516957
1402,19,High-income countries,2006,0.02261674
1403,19,High-income countries,2007,0.030187607
1404,19,High-income countries,2008,0.049430005
1405,19,High-income countries,2009,0.08565616
1406,19,High-income countries,2010,0.13020954
1407,19,High-income countries,2011,0.24444859
1408,19,High-income countries,2012,0.37044656
1409,19,High-income countries,2013,0.4780089
1410,19,High-income countries,2014,0.63335437
1411,19,High-income countries,2015,0.7687024
1412,19,High-income countries,2016,0.889898
1413,19,High-income countries,2017,1.0573572
1414,19,High-income countries,2018,1.1905982
1415,19,High-income countries,2019,1.3750892
1416,19,High-income countries,2020,1.7495466
1417,19,High-income countries,2021,2.0170395
1418,19,High-income countries,2022,2.4379897
1419,104,Hong Kong,1995,0.0
1420,104,Hong Kong,1996,0.0
1421,104,Hong Kong,1997,0.0
1422,104,Hong Kong,1998,0.0
1423,104,Hong Kong,1999,0.0
1424,104,Hong Kong,2008,0.0
1425,104,Hong Kong,2009,0.0
1426,104,Hong Kong,2010,0.00086419296
1427,104,Hong Kong,2011,0.0025129644
1428,104,Hong Kong,2012,0.0025990773
1429,104,Hong Kong,2013,0.002515345
1430,104,Hong Kong,2014,0.002561914
1431,104,Hong Kong,2015,0.0032992498
1432,104,Hong Kong,2016,0.0031953692
1433,104,Hong Kong,2017,0.004149304
1434,104,Hong Kong,2018,0.004643602
1435,104,Hong Kong,2019,0.012692338
1436,104,Hong Kong,2020,0.05313643
1437,104,Hong Kong,2021,0.0561724
1438,104,Hong Kong,2022,0.06237866
1439,105,Hungary,1990,0.0
1440,105,Hungary,1991,0.0
1441,105,Hungary,1992,0.0
1442,105,Hungary,1993,0.0
1443,105,Hungary,1994,0.0
1444,105,Hungary,1995,0.0
1445,105,Hungary,1996,0.0
1446,105,Hungary,1997,0.0
1447,105,Hungary,1998,0.0
1448,105,Hungary,1999,0.0
1449,105,Hungary,2000,0.0
1450,105,Hungary,2001,0.0
1451,105,Hungary,2002,0.0
1452,105,Hungary,2003,0.0
1453,105,Hungary,2004,0.0
1454,105,Hungary,2005,0.0
1455,105,Hungary,2006,0.0
1456,105,Hungary,2007,0.0
1457,105,Hungary,2008,0.00095613784
1458,105,Hungary,2009,0.0010241441
1459,105,Hungary,2010,0.0009990308
1460,105,Hungary,2011,0.0010237566
1461,105,Hungary,2012,0.008735196
1462,105,Hungary,2013,0.028623404
1463,105,Hungary,2014,0.07617845
1464,105,Hungary,2015,0.15125465
1465,105,Hungary,2016,0.2556597
1466,105,Hungary,2017,0.34489894
1467,105,Hungary,2018,0.6136234
1468,105,Hungary,2019,1.4354887
1469,105,Hungary,2020,2.3889725
1470,105,Hungary,2021,3.4976397
1471,105,Hungary,2022,4.5614347
1472,106,Iceland,2007,0.0
1473,20,India,1971,0.0
1474,20,India,1972,0.0
1475,20,India,1973,0.0
1476,20,India,1974,0.0
1477,20,India,1975,0.0
1478,20,India,1976,0.0
1479,20,India,1977,0.0
1480,20,India,1978,0.0
1481,20,India,1979,0.0
1482,20,India,1980,0.0
1483,20,India,1981,0.0
1484,20,India,1982,0.0
1485,20,India,1983,0.0
1486,20,India,1984,0.0
1487,20,India,1985,0.0
1488,20,India,1986,0.0
1489,20,India,1987,0.0
1490,20,India,1988,0.0
1491,20,India,1989,0.0
1492,20,India,1990,0.0
1493,20,India,1991,0.0
1494,20,India,1992,0.0
1495,20,India,1993,0.0
1496,20,India,1994,0.0
1497,20,India,1995,0.000100801284
1498,20,India,1996,0.00058154715
1499,20,India,1997,0.0005510788
1500,20,India,1998,0.0005195291
1501,20,India,1999,0.00050489354
1502,20,India,2000,0.00056075957
1503,20,India,2001,0.0008718885
1504,20,India,2002,0.0009914775
1505,20,India,2003,0.0011705704
1506,20,India,2004,0.0012051207
1507,20,India,2005,0.001130894
1508,20,India,2006,0.00042243497
1509,20,India,2007,0.0031697932
1510,20,India,2008,0.003177944
1511,20,India,2009,0.0034987538
1512,20,India,2010,0.0050222864
1513,20,India,2011,0.03463955
1514,20,India,2012,0.08289906
1515,20,India,2013,0.13043956
1516,20,India,2014,0.17368567
1517,20,India,2015,0.22320276
1518,20,India,2016,0.37369016
1519,20,India,2017,0.6671516
1520,20,India,2018,1.0584446
1521,20,India,2019,1.309875
1522,20,India,2020,1.7471695
1523,20,India,2021,1.8647333
1524,20,India,2022,2.4506478
1525,21,Indonesia,1971,0.0
1526,21,Indonesia,1972,0.0
1527,21,Indonesia,1973,0.0
1528,21,Indonesia,1974,0.0
1529,21,Indonesia,1975,0.0
1530,21,Indonesia,1976,0.0
1531,21,Indonesia,1977,0.0
1532,21,Indonesia,1978,0.0
1533,21,Indonesia,1979,0.0
