,code,entity,year,electricity_from_wind_(twh),electricity from hydro (twh),electricity from solar (twh),other renewables including bioenergy (twh)
2262,189,Eastern Africa (EI),1996,0.0,20.735678,0.0,0.90183693
2263,189,Eastern Africa (EI),1997,0.0,21.813017,0.0,0.91984296
2264,189,Eastern Africa (EI),1998,0.0,27.865046,0.0,1.1561887
2265,189,Eastern Africa (EI),1999,0.0,29.365875,0.0,1.1458447
2266,189,Eastern Africa (EI),2000,0.0001,30.854149,0.0,1.544493
2267,189,Eastern Africa (EI),2001,0.0,34.95843,0.000174,1.6462585
2268,189,Eastern Africa (EI),2002,0.0003,37.998413,0.000347,1.5443103
2269,189,Eastern Africa (EI),2003,0.0004,38.378887,0.000347,1.9603652
2270,189,Eastern Africa (EI),2004,0.0009,38.95177,0.000695,2.2496254
2271,189,Eastern Africa (EI),2005,0.0013,40.263622,0.001373,2.2277567
2272,189,Eastern Africa (EI),2006,0.0048,42.559586,0.005307,2.3735578
2273,189,Eastern Africa (EI),2007,0.011,46.386646,0.010109283,2.2830157
2274,189,Eastern Africa (EI),2008,0.01607,45.78768,0.019133093,2.402219
2275,189,Eastern Africa (EI),2009,0.0267,48.020245,0.033482917,2.7641444
2276,189,Eastern Africa (EI),2010,0.03821,53.977245,0.09736586,3.0148685
2277,189,Eastern Africa (EI),2011,0.03413,55.61847,0.1780468,3.1151805
2278,189,Eastern Africa (EI),2012,0.1539782,58.066105,0.24909586,3.2378902
2279,189,Eastern Africa (EI),2013,0.3147111,61.7628,0.31231138,3.57499
2280,189,Eastern Africa (EI),2014,0.4413035,65.99349,0.4088126,4.724711
2281,189,Eastern Africa (EI),2015,0.7777217,65.29724,0.46820188,6.3456483
2282,189,Eastern Africa (EI),2016,0.8899006,61.78704,0.5341208,6.480812
2283,189,Eastern Africa (EI),2017,0.791775,64.53655,0.61073184,6.7514706
2284,189,Eastern Africa (EI),2018,0.862747,68.10186,0.6963029,7.3609266
2285,189,Eastern Africa (EI),2019,2.2223876,68.37846,1.1590092,7.4154315
2286,189,Eastern Africa (EI),2020,1.9740475,73.187195,1.3068254,7.066935
2287,189,Eastern Africa (EI),2021,2.587512,77.49588,1.5255387,7.028266
2288,189,Eastern Africa (EI),2022,2.7489705,79.77559,2.042481,7.634289
2289,189,Eastern Africa (EI),1965,,6.0475354,,
2290,189,Eastern Africa (EI),1966,,7.1675773,,
2291,189,Eastern Africa (EI),1967,,7.010667,,
2292,189,Eastern Africa (EI),1968,,7.197783,,
2293,189,Eastern Africa (EI),1969,,7.9119015,,
2294,189,Eastern Africa (EI),1970,,11.339996,,
2295,80,Ecuador,1990,0.0,4.9866877,0.0,0.0
2296,80,Ecuador,1991,0.0,5.075921,0.0,0.0
2297,80,Ecuador,1992,0.0,4.973581,0.0,0.0
2298,80,Ecuador,1993,0.0,5.8101373,0.0,0.0
2299,80,Ecuador,1994,0.0,6.5652776,0.0,0.0
2300,80,Ecuador,1995,0.0,5.160551,0.0,0.0
2301,80,Ecuador,1996,0.0,6.3434153,0.0,0.0
2302,80,Ecuador,1997,0.0,6.5341773,0.0,0.0
2303,80,Ecuador,1998,0.0,6.5060954,0.0,0.0
2304,80,Ecuador,1999,0.0,7.176726,0.0,0.0
2305,80,Ecuador,2000,0.0,7.53,0.0,0.0
2306,80,Ecuador,2001,0.0,7.0,0.0,0.0
2307,80,Ecuador,2002,0.0,7.45,0.0,0.0
2308,80,Ecuador,2003,0.0,7.11,0.0,0.0
2309,80,Ecuador,2004,0.0,7.34,0.0,0.16
2310,80,Ecuador,2005,0.0,6.81,0.0,0.26
2311,80,Ecuador,2006,0.0,7.06,0.0,0.29
2312,80,Ecuador,2007,0.0,8.95,0.0,0.31
2313,80,Ecuador,2008,0.0,11.18,0.0,0.4
2314,80,Ecuador,2009,0.0,9.13,0.0,0.44
2315,80,Ecuador,2010,0.0,8.55,0.0,0.45
2316,80,Ecuador,2011,0.0,11.02,0.0,0.39
2317,80,Ecuador,2012,0.0,12.12,0.0,0.42
2318,80,Ecuador,2013,0.06,10.93,0.0,0.47
2319,80,Ecuador,2014,0.08,11.34,0.02,0.65
2320,80,Ecuador,2015,0.1,12.97,0.04,0.63
2321,80,Ecuador,2016,0.08,15.68,0.04,0.57
2322,80,Ecuador,2017,0.07,19.89,0.04,0.44
2323,80,Ecuador,2018,0.08,20.47,0.04,0.47
2324,80,Ecuador,2019,0.09,24.66,0.04,0.41
2325,80,Ecuador,2020,0.08,24.33,0.04,0.38
2326,80,Ecuador,2021,0.06,25.57,0.04,0.37
2327,80,Ecuador,2022,0.06,24.63,0.04,0.35
2328,80,Ecuador,1965,,0.249,,
2329,80,Ecuador,1966,,0.285,,
2330,80,Ecuador,1967,,0.314,,
2331,80,Ecuador,1968,,0.328,,
2332,80,Ecuador,1969,,0.364,,
2333,80,Ecuador,1970,,0.405,,
2334,80,Ecuador,1971,,0.44,,
2335,80,Ecuador,1972,,0.445,,
2336,80,Ecuador,1973,,0.435,,
2337,80,Ecuador,1974,,0.5,,
2338,80,Ecuador,1975,,0.628,,
2339,80,Ecuador,1976,,0.605,,
2340,80,Ecuador,1977,,0.558,,
2341,80,Ecuador,1978,,0.791,,
2342,80,Ecuador,1979,,0.709,,
2343,80,Ecuador,1980,,0.872,,
2344,80,Ecuador,1981,,0.779,,
2345,80,Ecuador,1982,,0.895,,
2346,80,Ecuador,1983,,1.721,,
2347,80,Ecuador,1984,,3.233,,
2348,80,Ecuador,1985,,3.279,,
2349,80,Ecuador,1986,,4.012,,
2350,80,Ecuador,1987,,4.57,,
2351,80,Ecuador,1988,,4.826,,
2352,80,Ecuador,1989,,4.954,,
2353,81,Egypt,1985,0.0,9.148,,
2354,81,Egypt,1986,0.0,8.972,,
2355,81,Egypt,1987,0.0,8.9695,,
2356,81,Egypt,1988,0.0,8.829,,
2357,81,Egypt,1989,0.0,9.487,,
2358,81,Egypt,1990,0.0,9.953,0.0,0.0
2359,81,Egypt,1991,0.0,9.916,0.0,0.0
2360,81,Egypt,1992,0.0,9.8,0.0,0.0
2361,81,Egypt,1993,0.0,10.0925,0.0,0.0
2362,81,Egypt,1994,0.0,10.728,0.0,0.0
2363,81,Egypt,1995,0.0,11.192,0.0,0.0
2364,81,Egypt,1996,0.0,11.484,0.0,0.0
2365,81,Egypt,1997,0.0,11.771,0.0,0.0
2366,81,Egypt,1998,0.0,12.1045,0.0,0.0
2367,81,Egypt,1999,0.012,13.4405,0.0,0.0
2368,81,Egypt,2000,0.14,13.56,0.0,0.0
2369,81,Egypt,2001,0.22,14.98,0.0,0.0
2370,81,Egypt,2002,0.2,12.73,0.0,0.0
2371,81,Egypt,2003,0.37,12.89,0.0,0.0
2372,81,Egypt,2004,0.52,12.52,0.0,0.0
2373,81,Egypt,2005,0.55,12.52,0.0,0.0
2374,81,Egypt,2006,0.62,12.8,0.0,0.0
2375,81,Egypt,2007,0.83,15.35,0.0,0.0
2376,81,Egypt,2008,0.91,14.53,0.0,0.0
2377,81,Egypt,2009,1.13,12.73,0.0,0.0
2378,81,Egypt,2010,1.5,12.92,0.21,0.0
2379,81,Egypt,2011,1.52,12.81,0.22,0.0
2380,81,Egypt,2012,1.12,12.99,0.24,0.0
2381,81,Egypt,2013,1.33,13.22,0.11,0.0
2382,81,Egypt,2014,1.44,13.68,0.24,0.0
2383,81,Egypt,2015,2.06,13.41,0.17,0.0
2384,81,Egypt,2016,2.2,12.72,0.58,0.0
2385,81,Egypt,2017,2.33,12.6,0.6,0.0
2386,81,Egypt,2018,3.02,12.77,1.52,0.0
2387,81,Egypt,2019,4.23,12.09,4.43,0.0
2388,81,Egypt,2020,4.23,12.09,4.51,0.0
2389,81,Egypt,2021,4.23,14.0,4.8,0.0
2390,81,Egypt,2022,4.23,14.07,5.05,0.0
2391,81,Egypt,1965,,1.7324048,,
2392,81,Egypt,1966,,1.8252122,,
2393,81,Egypt,1967,,1.966633,,
2394,81,Egypt,1968,,3.0007727,,
2395,81,Egypt,1969,,3.9907181,,
2396,81,Egypt,1970,,4.6889834,,
2397,81,Egypt,1971,,5.0469546,,
2398,81,Egypt,1972,,5.161859,,
2399,81,Egypt,1973,,5.1530204,,
2400,81,Egypt,1974,,6.11645,,
2401,81,Egypt,1975,,6.792618,,
2402,81,Egypt,1976,,8.003533,,
2403,81,Egypt,1977,,9.037673,,
2404,81,Egypt,1978,,9.930392,,
2405,81,Egypt,1979,,9.607776,,
2406,81,Egypt,1980,,9.802229,,
2407,81,Egypt,1981,,10.213233,,
2408,81,Egypt,1982,,10.491655,,
2409,81,Egypt,1983,,9.815488,,
2410,81,Egypt,1984,,9.629872,,
2411,82,El Salvador,2000,0.0,1.16,0.0,0.87
2412,82,El Salvador,2001,0.0,1.15,0.0,1.1800001
2413,82,El Salvador,2002,0.0,1.13,0.0,1.27
2414,82,El Salvador,2003,0.0,1.45,0.0,1.36
2415,82,El Salvador,2004,0.0,1.37,0.0,1.36
2416,82,El Salvador,2005,0.0,1.66,0.0,1.41
2417,82,El Salvador,2006,0.0,1.96,0.0,1.53
2418,82,El Salvador,2007,0.0,1.73,0.0,1.78
2419,82,El Salvador,2008,0.0,2.03,0.0,1.88
2420,82,El Salvador,2009,0.0,1.5,0.0,1.97
2421,82,El Salvador,2010,0.0,2.08,0.0,1.89
2422,82,El Salvador,2011,0.0,2.01,0.0,2.11
2423,82,El Salvador,2012,0.0,1.84,0.0,2.34
2424,82,El Salvador,2013,0.0,1.78,0.01,2.33
2425,82,El Salvador,2014,0.0,1.71,0.02,2.4099998
2426,82,El Salvador,2015,0.0,1.35,0.03,2.19
2427,82,El Salvador,2016,0.0,1.26,0.04,2.38
2428,82,El Salvador,2017,0.0,1.62,0.19,2.13
2429,82,El Salvador,2018,0.0,1.54,0.31,2.1
2430,82,El Salvador,2019,0.0,1.44,0.5,2.21
2431,82,El Salvador,2020,0.01,1.99,0.91,2.06
2432,82,El Salvador,2021,0.01,2.0,1.11,2.1
2433,82,El Salvador,2022,0.02,2.41,1.1,2.05
2434,217,Equatorial Guinea,2000,0.0,0.01,0.0,0.0
2435,217,Equatorial Guinea,2001,0.0,0.01,0.0,0.0
2436,217,Equatorial Guinea,2002,0.0,0.01,0.0,0.0
2437,217,Equatorial Guinea,2003,0.0,0.01,0.0,0.0
2438,217,Equatorial Guinea,2004,0.0,0.01,0.0,0.0
2439,217,Equatorial Guinea,2005,0.0,0.01,0.0,0.0
2440,217,Equatorial Guinea,2006,0.0,0.01,0.0,0.0
2441,217,Equatorial Guinea,2007,0.0,0.01,0.0,0.0
2442,217,Equatorial Guinea,2008,0.0,0.05,0.0,0.0
2443,217,Equatorial Guinea,2009,0.0,0.05,0.0,0.0
2444,217,Equatorial Guinea,2010,0.0,0.03,0.0,0.0
2445,217,Equatorial Guinea,2011,0.0,0.03,0.0,0.0
2446,217,Equatorial Guinea,2012,0.0,0.08,0.0,0.0
2447,217,Equatorial Guinea,2013,0.0,0.25,0.0,0.0
2448,217,Equatorial Guinea,2014,0.0,0.38,0.0,0.0
2449,217,Equatorial Guinea,2015,0.0,0.47,0.0,0.0
2450,217,Equatorial Guinea,2016,0.0,0.47,0.0,0.0
2451,217,Equatorial Guinea,2017,0.0,0.44,0.0,0.0
2452,217,Equatorial Guinea,2018,0.0,0.44,0.0,0.0
2453,217,Equatorial Guinea,2019,0.0,0.45,0.0,0.0
2454,217,Equatorial Guinea,2020,0.0,0.49,0.0,0.0
2455,217,Equatorial Guinea,2021,0.0,0.44,0.0,0.0
2456,83,Eritrea,2000,0.0,0.0,0.0,0.0
2457,83,Eritrea,2001,0.0,0.0,0.0,0.0
2458,83,Eritrea,2002,0.0,0.0,0.0,0.0
2459,83,Eritrea,2003,0.0,0.0,0.0,0.0
2460,83,Eritrea,2004,0.0,0.0,0.0,0.0
2461,83,Eritrea,2005,0.0,0.0,0.0,0.0
2462,83,Eritrea,2006,0.0,0.0,0.0,0.0
2463,83,Eritrea,2007,0.0,0.0,0.0,0.0
2464,83,Eritrea,2008,0.0,0.0,0.0,0.0
2465,83,Eritrea,2009,0.0,0.0,0.0,0.0
2466,83,Eritrea,2010,0.0,0.0,0.0,0.0
2467,83,Eritrea,2011,0.0,0.0,0.0,0.0
2468,83,Eritrea,2012,0.0,0.0,0.0,0.0
2469,83,Eritrea,2013,0.0,0.0,0.0,0.0
2470,83,Eritrea,2014,0.0,0.0,0.0,0.0
2471,83,Eritrea,2015,0.0,0.0,0.0,0.0
2472,83,Eritrea,2016,0.0,0.0,0.0,0.0
2473,83,Eritrea,2017,0.0,0.0,0.01,0.0
2474,83,Eritrea,2018,0.0,0.0,0.01,0.0
2475,83,Eritrea,2019,0.0,0.0,0.01,0.0
2476,83,Eritrea,2020,0.0,0.0,0.01,0.0
2477,83,Eritrea,2021,0.0,0.0,0.01,0.0
2478,84,Estonia,1990,0.0,0.0,0.0,0.0
2479,84,Estonia,1991,0.0,0.0,0.0,0.0
2480,84,Estonia,1992,0.0,0.0,0.0,0.0
2481,84,Estonia,1993,0.0,0.0,0.0,0.0
2482,84,Estonia,1994,0.0,0.0,0.0,0.0
2483,84,Estonia,1995,0.0,0.0,0.0,0.01
2484,84,Estonia,1996,0.0,0.0,0.0,0.0
2485,84,Estonia,1997,0.0,0.0,0.0,0.01
2486,84,Estonia,1998,0.0,0.0,0.0,0.01
2487,84,Estonia,1999,0.0,0.0,0.0,0.01
2488,84,Estonia,2000,0.0,0.0,0.0,0.01
2489,84,Estonia,2001,0.0,0.01,0.0,0.01
2490,84,Estonia,2002,0.0,0.01,0.0,0.02
2491,84,Estonia,2003,0.01,0.01,0.0,0.03
2492,84,Estonia,2004,0.01,0.02,0.0,0.03
2493,84,Estonia,2005,0.05,0.02,0.0,0.04
2494,84,Estonia,2006,0.08,0.01,0.0,0.04
2495,84,Estonia,2007,0.09,0.02,0.0,0.03
2496,84,Estonia,2008,0.13,0.03,0.0,0.04
2497,84,Estonia,2009,0.2,0.03,0.0,0.31
2498,84,Estonia,2010,0.28,0.03,0.0,0.74
2499,84,Estonia,2011,0.37,0.03,0.0,0.78
2500,84,Estonia,2012,0.43,0.04,0.0,1.0
2501,84,Estonia,2013,0.53,0.03,0.0,0.67
2502,84,Estonia,2014,0.6,0.03,0.0,0.76
2503,84,Estonia,2015,0.71,0.03,0.0,0.82
2504,84,Estonia,2016,0.59,0.04,0.01,0.95
2505,84,Estonia,2017,0.72,0.03,0.01,1.1
2506,84,Estonia,2018,0.64,0.01,0.03,1.31
2507,84,Estonia,2019,0.69,0.02,0.07,1.36
2508,84,Estonia,2020,0.84,0.03,0.25,1.85
2509,84,Estonia,2021,0.73,0.02,0.35,1.77
2510,84,Estonia,2022,0.63,0.02,0.53,2.49
2511,84,Estonia,1985,,0.0,,
2512,84,Estonia,1986,,0.0,,
2513,84,Estonia,1987,,0.0,,
2514,84,Estonia,1988,,0.0,,
2515,84,Estonia,1989,,0.0,,
2516,218,Eswatini,2000,0.0,0.19,0.0,0.36
2517,218,Eswatini,2001,0.0,0.19,0.0,0.38
2518,218,Eswatini,2002,0.0,0.2,0.0,0.39
2519,218,Eswatini,2003,0.0,0.12,0.0,0.38
2520,218,Eswatini,2004,0.0,0.1,0.0,0.37
2521,218,Eswatini,2005,0.0,0.16,0.0,0.38
2522,218,Eswatini,2006,0.0,0.15,0.0,0.39
2523,218,Eswatini,2007,0.0,0.17,0.0,0.4
2524,218,Eswatini,2008,0.0,0.16,0.0,0.38
2525,218,Eswatini,2009,0.0,0.2,0.0,0.37
2526,218,Eswatini,2010,0.0,0.24,0.0,0.34
2527,218,Eswatini,2011,0.0,0.28,0.0,0.4
2528,218,Eswatini,2012,0.0,0.24,0.0,0.46
2529,218,Eswatini,2013,0.0,0.31,0.0,0.46
2530,218,Eswatini,2014,0.0,0.23,0.0,0.38
2531,218,Eswatini,2015,0.0,0.12,0.0,0.39
2532,218,Eswatini,2016,0.0,0.12,0.0,0.4
2533,218,Eswatini,2017,0.0,0.21,0.0,0.42
2534,218,Eswatini,2018,0.0,0.27,0.0,0.44
2535,218,Eswatini,2019,0.0,0.23,0.0,0.44
2536,218,Eswatini,2020,0.0,0.27,0.0,0.43
2537,218,Eswatini,2021,0.0,0.25,0.0,0.45
2538,85,Ethiopia,2000,0.0,1.63,0.0,0.01
2539,85,Ethiopia,2001,0.0,1.97,0.0,0.01
2540,85,Ethiopia,2002,0.0,2.0,0.0,0.01
2541,85,Ethiopia,2003,0.0,2.26,0.0,0.01
2542,85,Ethiopia,2004,0.0,2.5,0.0,0.01
2543,85,Ethiopia,2005,0.0,2.81,0.0,0.01
2544,85,Ethiopia,2006,0.0,3.23,0.0,0.01
2545,85,Ethiopia,2007,0.0,3.35,0.0,0.02
2546,85,Ethiopia,2008,0.0,3.26,0.0,0.049999997
2547,85,Ethiopia,2009,0.0,3.49,0.0,0.06
2548,85,Ethiopia,2010,0.0,4.88,0.0,0.03
2549,85,Ethiopia,2011,0.03,6.2,0.0,0.02
2550,85,Ethiopia,2012,0.19,7.31,0.0,0.01
2551,85,Ethiopia,2013,0.36,8.26,0.01,0.01
2552,85,Ethiopia,2014,0.5,8.92,0.02,0.01
2553,85,Ethiopia,2015,0.76,9.58,0.02,0.01
2554,85,Ethiopia,2016,0.78,11.64,0.02,0.02
2555,85,Ethiopia,2017,0.53,12.55,0.02,0.02
2556,85,Ethiopia,2018,0.85,12.89,0.02,0.02
2557,85,Ethiopia,2019,0.61,13.56,0.02,0.03
2558,85,Ethiopia,2020,0.61,13.56,0.03,0.02
2559,85,Ethiopia,2021,0.61,14.0,0.04,0.03
2560,13,Europe,1965,0.0,381.45035,0.0,2.9090002
2561,13,Europe,1966,0.0,414.05478,0.0,3.9789999
2562,13,Europe,1967,0.0,410.65195,0.0,4.316
2563,13,Europe,1968,0.0,437.10187,0.0,4.8180003
2564,13,Europe,1969,0.0,442.712,0.0,5.244904
2565,13,Europe,1970,0.0,467.42227,0.0,6.952357
2566,13,Europe,1971,0.0,473.05194,0.0,7.0698833
2567,13,Europe,1972,0.0,483.52777,0.0,6.947608
2568,13,Europe,1973,0.0,489.05432,0.0,7.466391
2569,13,Europe,1974,0.0,527.9655,0.0,7.83506
2570,13,Europe,1975,0.0,527.5942,0.0,8.300942
2571,13,Europe,1976,0.0,504.19492,0.0,8.324597
2572,13,Europe,1977,0.0,594.7134,0.0,8.662292
2573,13,Europe,1978,0.003,615.8949,0.0,9.235139
2574,13,Europe,1979,0.006,640.884,0.0,9.617958
2575,13,Europe,1980,0.0105,637.35645,0.0,10.604949
2576,13,Europe,1981,0.0105,644.5633,0.0,10.643523
2577,13,Europe,1982,0.0185,626.81995,0.0,9.836121
2578,13,Europe,1983,0.030100001,649.14514,0.0,10.136652
2579,13,Europe,1984,0.0382,674.75525,0.001010101,10.488478
2580,13,Europe,1985,0.0574,650.15826,0.001010101,11.522739
2581,13,Europe,1986,0.1336,638.0437,0.001010101,12.499209
2582,13,Europe,1987,0.19080001,672.8461,0.0,12.367401
2583,13,Europe,1988,0.3297,698.86774,0.001010101,13.161699
2584,13,Europe,1989,0.5154,635.407,0.009090909,13.609675
2585,13,Europe,1990,0.77946043,646.28577,0.012555,18.948753
2586,13,Europe,1991,0.97942805,658.1638,0.01562,19.544792
2587,13,Europe,1992,1.5346481,675.69867,0.025182,20.660774
2588,13,Europe,1993,2.2914262,690.8259,0.032363,22.773966
2589,13,Europe,1994,2.9880357,702.5628,0.0346575,23.99297
2590,13,Europe,1995,3.873229,705.63196,0.044909,26.293205
2591,13,Europe,1996,4.8395853,661.9739,0.047833413,26.523182
2592,13,Europe,1997,7.305893,685.64624,0.056997243,31.367954
2593,13,Europe,1998,11.178979,710.3247,0.0671515,35.314613
2594,13,Europe,1999,14.234546,724.12115,0.08028906,37.30178
2595,13,Europe,2000,22.26,733.7,0.12,41.19
2596,13,Europe,2001,26.76,748.37,0.19999999,43.56
2597,13,Europe,2002,36.43,677.76,0.28,49.27
2598,13,Europe,2003,44.85,637.52997,0.42000002,57.72
2599,13,Europe,2004,59.77,686.39,0.7,68.92
2600,13,Europe,2005,71.56,694.92,1.4799999,78.96001
2601,13,Europe,2006,83.64,680.78,2.5,89.36
2602,13,Europe,2007,106.18,693.37,3.81,99.369995
2603,13,Europe,2008,121.33,712.66,7.47,109.71
2604,13,Europe,2009,134.91,716.48,14.15,119.99
2605,13,Europe,2010,151.1,750.74,23.369999,135.81
2606,13,Europe,2011,182.75,672.79,47.72,144.92
2607,13,Europe,2012,209.27,724.27,72.12,160.61
2608,13,Europe,2013,240.5,773.2,87.240005,170.60999
2609,13,Europe,2014,258.01,768.07,99.72,180.57
2610,13,Europe,2015,307.54,727.32,110.37,191.55
2611,13,Europe,2016,307.58,759.67,113.799995,195.08
2612,13,Europe,2017,366.49,702.4,122.520004,199.55
2613,13,Europe,2018,383.66,765.94,129.78,205.27
2614,13,Europe,2019,441.41,725.60004,143.47,212.15
2615,13,Europe,2020,488.08002,789.24,169.5,216.62
2616,13,Europe,2021,474.48,805.02,187.98,224.04
2617,13,Europe,2022,523.76556,697.70264,233.20547,219.97107
2618,14,Europe (EI),1965,0.0,302.19534,0.0,3.009
2619,14,Europe (EI),1966,0.0,324.5699,0.0,4.101
2620,14,Europe (EI),1967,0.0,324.46274,0.0,4.489
2621,14,Europe (EI),1968,0.0,336.23666,0.0,4.997
2622,14,Europe (EI),1969,0.0,330.97592,0.0,5.422904
2623,14,Europe (EI),1970,0.0,346.07806,0.0,7.118357
2624,14,Europe (EI),1971,0.0,349.56314,0.0,7.2318835
2625,14,Europe (EI),1972,0.0,363.83298,0.0,7.122608
2626,14,Europe (EI),1973,0.0,369.3127,0.0,7.663391
2627,14,Europe (EI),1974,0.0,399.2913,0.0,8.04206
2628,14,Europe (EI),1975,0.0,407.51077,0.0,8.520942
2629,14,Europe (EI),1976,0.0,376.8347,0.0,8.485598
2630,14,Europe (EI),1977,0.0,456.27164,0.0,8.880291
2631,14,Europe (EI),1978,0.003,455.52872,0.0,9.372139
2632,14,Europe (EI),1979,0.006,479.14987,0.0,9.762958
2633,14,Europe (EI),1980,0.0105,464.76663,0.0,10.74095
2634,14,Europe (EI),1981,0.0105,470.4354,0.0,10.753523
2635,14,Europe (EI),1982,0.0185,466.30966,0.0,9.836121
2636,14,Europe (EI),1983,0.0301,480.12585,0.0,10.136652
2637,14,Europe (EI),1984,0.0382,485.19354,0.001010101,10.510578
2638,14,Europe (EI),1985,0.0574,502.4572,0.001010101,11.52874
2639,14,Europe (EI),1986,0.1336,485.56534,0.001010101,12.5428095
2640,14,Europe (EI),1987,0.1908,528.9161,0.0,12.425302
2641,14,Europe (EI),1988,0.3297,566.8737,0.001010101,13.2301
2642,14,Europe (EI),1989,0.5154,493.60065,0.009090909,13.672276
2643,14,Europe (EI),1990,0.77946043,502.56775,0.012555,18.963852
2644,14,Europe (EI),1991,0.979428,512.7351,0.01562,19.599491
2645,14,Europe (EI),1992,1.5346481,529.65564,0.025182,20.714474
2646,14,Europe (EI),1993,2.2914262,550.4688,0.032363,22.847965
2647,14,Europe (EI),1994,2.9880357,557.20374,0.0346575,24.06197
2648,14,Europe (EI),1995,3.8732293,564.89764,0.044909,26.542505
2649,14,Europe (EI),1996,4.8395853,548.1241,0.04783341,26.725283
2650,14,Europe (EI),1997,7.305893,568.0073,0.056997243,31.687756
2651,14,Europe (EI),1998,11.184479,594.0287,0.0671515,35.582615
2652,14,Europe (EI),1999,14.255046,598.2876,0.08028906,37.45768
2653,14,Europe (EI),2000,22.443914,617.7579,0.07451525,41.10196
2654,14,Europe (EI),2001,26.92393,612.0552,0.1942865,45.021713
2655,14,Europe (EI),2002,36.477047,564.0263,0.31479302,51.075825
2656,14,Europe (EI),2003,44.904457,530.3998,0.46881574,58.17785
2657,14,Europe (EI),2004,59.799076,570.96484,0.75098586,69.168945
2658,14,Europe (EI),2005,71.62515,571.77344,1.5125293,79.14418
2659,14,Europe (EI),2006,83.78267,562.0933,2.5696537,89.59323
2660,14,Europe (EI),2007,106.508804,563.5833,3.878136,99.77501
2661,14,Europe (EI),2008,122.169395,593.30414,7.589351,110.14999
2662,14,Europe (EI),2009,136.16086,589.7759,14.323916,120.735916
2663,14,Europe (EI),2010,153.42809,650.78815,23.496948,137.07922
2664,14,Europe (EI),2011,186.95161,569.70135,47.16983,146.27676
2665,14,Europe (EI),2012,215.0394,625.6244,72.20992,162.6075
2666,14,Europe (EI),2013,248.1177,661.699,86.53929,172.79631
2667,14,Europe (EI),2014,264.8143,643.9927,98.23745,184.4521
2668,14,Europe (EI),2015,318.96255,637.35724,109.12889,197.51695
2669,14,Europe (EI),2016,322.81747,653.54694,113.33676,202.5266
2670,14,Europe (EI),2017,384.17432,586.69543,123.60986,209.59882
2671,14,Europe (EI),2018,403.26166,646.4964,137.07028,217.32387
2672,14,Europe (EI),2019,459.4419,628.3202,151.15857,226.35315
2673,14,Europe (EI),2020,513.04205,660.9567,176.52051,232.94821
2674,14,Europe (EI),2021,500.43298,654.5113,198.72932,243.69681
2675,14,Europe (EI),2022,554.52106,566.889,246.4354,239.16525
2676,219,Europe (Ember),2000,22.29,764.58,0.12,41.44
2677,219,Europe (Ember),2001,26.82,772.38,0.2,43.83
2678,219,Europe (Ember),2002,36.48,711.44,0.28,49.5
2679,219,Europe (Ember),2003,44.91,672.86,0.42,57.89
2680,219,Europe (Ember),2004,59.83,732.47,0.7,69.090004
2681,219,Europe (Ember),2005,71.62,734.48,1.48,79.08
2682,219,Europe (Ember),2006,83.77,725.02,2.5,89.51
2683,219,Europe (Ember),2007,106.54,729.22,3.81,99.62
2684,219,Europe (Ember),2008,122.18,745.93,7.47,110.01
2685,219,Europe (Ember),2009,136.41,752.44,14.15,120.68
2686,219,Europe (Ember),2010,154.02,802.54,23.37,136.81
2687,219,Europe (Ember),2011,187.47,725.13,47.72,145.95001
2688,219,Europe (Ember),2012,215.13,782.13,72.12,162.1
2689,219,Europe (Ember),2013,248.06,832.62,87.24,172.84999
2690,219,Europe (Ember),2014,266.53,808.71,99.74,184.01001
2691,219,Europe (Ember),2015,319.19,794.47,110.56,196.21
2692,219,Europe (Ember),2016,323.1,826.9,114.84,201.53
2693,219,Europe (Ember),2017,384.39,760.62,125.41,207.78
2694,219,Europe (Ember),2018,403.61,825.88,137.58,215.34999
2695,219,Europe (Ember),2019,463.14,814.42,152.72,224.61
2696,219,Europe (Ember),2020,512.91,867.33,180.45,231.09
2697,219,Europe (Ember),2021,505.92,860.95,201.92,241.28
2698,219,Europe (Ember),2022,562.5,764.51,244.21,235.69
2699,15,European Union (27),1965,0.0,211.80603,0.0,2.909
2700,15,European Union (27),1966,0.0,230.45381,0.0,3.979
2701,15,European Union (27),1967,0.0,222.19263,0.0,4.316
2702,15,European Union (27),1968,0.0,226.5809,0.0,4.818
2703,15,European Union (27),1969,0.0,222.4579,0.0,5.243
2704,15,European Union (27),1970,0.0,234.72273,0.0,6.940266
2705,15,European Union (27),1971,0.0,233.22775,0.0,7.057851
2706,15,European Union (27),1972,0.0,244.8364,0.0,6.925944
2707,15,European Union (27),1973,0.0,243.5321,0.0,7.442191
2708,15,European Union (27),1974,0.0,263.01743,0.0,7.829309
2709,15,European Union (27),1975,0.0,264.90546,0.0,8.282595
2710,15,European Union (27),1976,0.0,231.1628,0.0,8.305585
2711,15,European Union (27),1977,0.0,307.5857,0.0,8.646165
2712,15,European Union (27),1978,0.003,299.47946,0.0,9.1188545
2713,15,European Union (27),1979,0.006,313.9237,0.0,9.285328
2714,15,European Union (27),1980,0.0105,297.70767,0.0,10.387278
2715,15,European Union (27),1981,0.0105,293.823,0.0,10.08439
2716,15,European Union (27),1982,0.0185,288.88766,0.0,9.287153
2717,15,European Union (27),1983,0.0301,294.68158,0.0,9.568938
