Entity,Code,Year,Wind (% equivalent primary energy)
Czechia,CZE,2001,0.00012107814
Czechia,CZE,2002,0.0009594404
Czechia,CZE,2003,0.0021981285
Czechia,CZE,2004,0.0054048896
Czechia,CZE,2005,0.011726247
Czechia,CZE,2006,0.026535181
Czechia,CZE,2007,0.067543656
Czechia,CZE,2008,0.13385642
Czechia,CZE,2009,0.1632448
Czechia,CZE,2010,0.18128863
Czechia,CZE,2011,0.21817675
Czechia,CZE,2012,0.22828509
Czechia,CZE,2013,0.26714787
Czechia,CZE,2014,0.2689951
Czechia,CZE,2015,0.32759207
Czechia,CZE,2016,0.28648934
Czechia,CZE,2017,0.3206247
Czechia,CZE,2018,0.3296613
Czechia,CZE,2019,0.38611817
Czechia,CZE,2020,0.4148519
Czechia,CZE,2021,0.3373936
Czechia,CZE,2022,0.36013147
Denmark,DNK,1983,0.042150825
Denmark,DNK,1984,0.05078927
Denmark,DNK,1985,0.06977879
Denmark,DNK,1986,0.16681276
Denmark,DNK,1987,0.23943487
Denmark,DNK,1988,0.40627816
Denmark,DNK,1989,0.6469255
Denmark,DNK,1990,0.8935637
Denmark,DNK,1991,0.9398467
Denmark,DNK,1992,1.2408856
Denmark,DNK,1993,1.3221222
Denmark,DNK,1994,1.3553784
Denmark,DNK,1995,1.4289746
Denmark,DNK,1996,1.2514896
Denmark,DNK,1997,2.174697
Denmark,DNK,1998,3.2868345
Denmark,DNK,1999,3.64022
Denmark,DNK,2000,5.302391
Denmark,DNK,2001,5.332754
Denmark,DNK,2002,6.0125237
Denmark,DNK,2003,6.3185363
Denmark,DNK,2004,7.8502374
Denmark,DNK,2005,8.321044
Denmark,DNK,2006,6.9086657
Denmark,DNK,2007,8.497306
Denmark,DNK,2008,8.590328
Denmark,DNK,2009,8.746706
Denmark,DNK,2010,9.509457
Denmark,DNK,2011,12.590809
Denmark,DNK,2012,14.136854
Denmark,DNK,2013,14.589979
Denmark,DNK,2014,17.715302
Denmark,DNK,2015,19.535862
Denmark,DNK,2016,17.295467
Denmark,DNK,2017,19.782452
Denmark,DNK,2018,18.735966
Denmark,DNK,2019,22.16392
Denmark,DNK,2020,25.05722
Denmark,DNK,2021,22.320929
Denmark,DNK,2022,26.156992
Eastern Africa (EI),,1971,0
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0.00010415738
Eastern Africa (EI),,2001,0
Eastern Africa (EI),,2002,0.0002797599
Eastern Africa (EI),,2003,0.00036783214
Eastern Africa (EI),,2004,0.0007720355
Eastern Africa (EI),,2005,0.0010592324
Eastern Africa (EI),,2006,0.0037427868
Eastern Africa (EI),,2007,0.008094056
Eastern Africa (EI),,2008,0.011850566
Eastern Africa (EI),,2009,0.018417433
Eastern Africa (EI),,2010,0.02410829
Eastern Africa (EI),,2011,0.02054025
Eastern Africa (EI),,2012,0.088085234
Eastern Africa (EI),,2013,0.16500433
Eastern Africa (EI),,2014,0.20986256
Eastern Africa (EI),,2015,0.3528934
Eastern Africa (EI),,2016,0.40698567
Eastern Africa (EI),,2017,0.33707678
Eastern Africa (EI),,2018,0.3496597
Eastern Africa (EI),,2019,0.88781565
Eastern Africa (EI),,2020,0.8154695
Eastern Africa (EI),,2021,0.98709667
Eastern Africa (EI),,2022,1.0117807
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.002026444
Ecuador,ECU,2008,0.005260743
Ecuador,ECU,2009,0.0064010536
Ecuador,ECU,2010,0.0061430726
Ecuador,ECU,2011,0.005604068
Ecuador,ECU,2012,0.0037808525
Ecuador,ECU,2013,0.08608985
Ecuador,ECU,2014,0.11456652
Ecuador,ECU,2015,0.14149867
Ecuador,ECU,2016,0.11993394
Ecuador,ECU,2017,0.10035051
Ecuador,ECU,2018,0.103131704
Ecuador,ECU,2019,0.10689392
Ecuador,ECU,2020,0.1109658
Ecuador,ECU,2021,0.076461546
Ecuador,ECU,2022,0.07223602
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.0066091693
Egypt,EGY,2000,0.041868735
Egypt,EGY,2001,0.088631704
Egypt,EGY,2002,0.10164011
Egypt,EGY,2003,0.12839726
Egypt,EGY,2004,0.21295945
Egypt,EGY,2005,0.20883965
Egypt,EGY,2006,0.2337142
Egypt,EGY,2007,0.2387418
Egypt,EGY,2008,0.31410304
Egypt,EGY,2009,0.33615878
Egypt,EGY,2010,0.4369498
Egypt,EGY,2011,0.4395904
Egypt,EGY,2012,0.37568957
Egypt,EGY,2013,0.44382316
Egypt,EGY,2014,0.29138377
Egypt,EGY,2015,0.5250439
Egypt,EGY,2016,0.62559915
Egypt,EGY,2017,0.52670807
Egypt,EGY,2018,0.74063635
Egypt,EGY,2019,1.2528828
Egypt,EGY,2020,1.3968842
Egypt,EGY,2021,1.3367689
Egypt,EGY,2022,1.2130002
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0070936535
Estonia,EST,2003,0.028159175
Estonia,EST,2004,0.03416512
Estonia,EST,2005,0.23940937
Estonia,EST,2006,0.34092382
Estonia,EST,2007,0.34887484
Estonia,EST,2008,0.5507971
Estonia,EST,2009,0.9274589
Estonia,EST,2010,1.0510584
Estonia,EST,2011,1.3913624
Estonia,EST,2012,1.6194274
Estonia,EST,2013,1.8612152
Estonia,EST,2014,2.2065067
Estonia,EST,2015,2.8059993
Estonia,EST,2016,2.2471619
Estonia,EST,2017,2.4515817
Estonia,EST,2018,2.1607666
Estonia,EST,2019,2.8853302
Estonia,EST,2020,3.7706084
Estonia,EST,2021,3.112378
Estonia,EST,2022,2.7950172
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.000027384987
Europe,,1979,0.000052952593
Europe,,1980,0.00009330556
Europe,,1981,0.00009394951
Europe,,1982,0.00016578956
Europe,,1983,0.00026597886
Europe,,1984,0.00032744172
Europe,,1985,0.0005081094
Europe,,1986,0.0011621327
Europe,,1987,0.0016232622
Europe,,1988,0.0027727468
Europe,,1989,0.004342804
Europe,,1990,0.006558396
Europe,,1991,0.008349685
Europe,,1992,0.013581893
Europe,,1993,0.021014713
Europe,,1994,0.028557945
Europe,,1995,0.037100557
Europe,,1996,0.046017647
Europe,,1997,0.07061754
Europe,,1998,0.10748957
Europe,,1999,0.13704717
Europe,,2000,0.21325251
Europe,,2001,0.25029525
Europe,,2002,0.33945733
Europe,,2003,0.40818745
Europe,,2004,0.53337824
Europe,,2005,0.63313085
Europe,,2006,0.725028
Europe,,2007,0.92157775
Europe,,2008,1.049425
Europe,,2009,1.2304686
Europe,,2010,1.3160206
Europe,,2011,1.6038673
Europe,,2012,1.8333939
Europe,,2013,2.1191857
Europe,,2014,2.3135393
Europe,,2015,2.7646635
Europe,,2016,2.7128768
Europe,,2017,3.1909266
Europe,,2018,3.2819319
Europe,,2019,3.7940447
Europe,,2020,4.5001163
Europe,,2021,4.092133
Europe,,2022,4.7839603
Europe (EI),,1965,0
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0.000044595246
Europe (EI),,1979,0.00008597536
Europe (EI),,1980,0.00015429399
Europe (EI),,1981,0.00015832235
Europe (EI),,1982,0.00028425767
Europe (EI),,1983,0.00045817738
Europe (EI),,1984,0.00056665443
Europe (EI),,1985,0.0007123372
Europe (EI),,1986,0.0016308189
Europe (EI),,1987,0.002282233
Europe (EI),,1988,0.0039011284
Europe (EI),,1989,0.0061227256
Europe (EI),,1990,0.009159516
Europe (EI),,1991,0.011651744
Europe (EI),,1992,0.018872535
Europe (EI),,1993,0.028659455
Europe (EI),,1994,0.03816031
Europe (EI),,1995,0.04847204
Europe (EI),,1996,0.059127778
Europe (EI),,1997,0.0895225
Europe (EI),,1998,0.13592117
Europe (EI),,1999,0.17426306
Europe (EI),,2000,0.27118334
Europe (EI),,2001,0.3196967
Europe (EI),,2002,0.4322163
Europe (EI),,2003,0.51938057
Europe (EI),,2004,0.67693144
Europe (EI),,2005,0.80180264
Europe (EI),,2006,0.92405516
Europe (EI),,2007,1.1775678
Europe (EI),,2008,1.3487461
Europe (EI),,2009,1.5874034
Europe (EI),,2010,1.711345
Europe (EI),,2011,2.1215436
Europe (EI),,2012,2.430328
Europe (EI),,2013,2.8139663
Europe (EI),,2014,3.1011786
Europe (EI),,2015,3.676809
Europe (EI),,2016,3.651382
Europe (EI),,2017,4.2715354
Europe (EI),,2018,4.455453
Europe (EI),,2019,5.133542
Europe (EI),,2020,6.121476
Europe (EI),,2021,5.681057
Europe (EI),,2022,6.5212755
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0.000055568886
European Union (27),,1979,0.00010724
European Union (27),,1980,0.00019089523
European Union (27),,1981,0.00019653898
European Union (27),,1982,0.00035464313
European Union (27),,1983,0.0005743846
European Union (27),,1984,0.0007074397
European Union (27),,1985,0.0010112537
European Union (27),,1986,0.0023202358
European Union (27),,1987,0.0032461393
European Union (27),,1988,0.0055626025
European Union (27),,1989,0.008521381
European Union (27),,1990,0.013024568
European Union (27),,1991,0.016479263
European Union (27),,1992,0.025995897
European Union (27),,1993,0.03606026
European Union (27),,1994,0.04612783
European Union (27),,1995,0.059305444
European Union (27),,1996,0.07197555
European Union (27),,1997,0.110277995
European Union (27),,1998,0.16944194
European Union (27),,1999,0.22101994
European Union (27),,2000,0.35196263
European Union (27),,2001,0.41362584
European Union (27),,2002,0.56133103
European Union (27),,2003,0.67537683
European Union (27),,2004,0.8788414
European Union (27),,2005,1.0338961
European Union (27),,2006,1.1784593
European Union (27),,2007,1.5049618
European Union (27),,2008,1.7014945
European Union (27),,2009,1.9742801
European Union (27),,2010,2.111786
European Union (27),,2011,2.5607777
European Union (27),,2012,2.9237385
European Union (27),,2013,3.2757063
European Union (27),,2014,3.553786
European Union (27),,2015,4.1553793
European Union (27),,2016,4.142307
European Union (27),,2017,4.7525363
European Union (27),,2018,4.855109
European Union (27),,2019,5.5902114
European Union (27),,2020,6.5624757
European Union (27),,2021,6.0375133
European Union (27),,2022,6.78332
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0.0017938789
Finland,FIN,1993,0.0035571607
Finland,FIN,1994,0.0059299744
Finland,FIN,1995,0.009775853
Finland,FIN,1996,0.009360844
Finland,FIN,1997,0.0142655
Finland,FIN,1998,0.018671757
Finland,FIN,1999,0.04056918
Finland,FIN,2000,0.064226955
Finland,FIN,2001,0.05605038
Finland,FIN,2002,0.05065658
Finland,FIN,2003,0.06829393
Finland,FIN,2004,0.088184595
Finland,FIN,2005,0.13609771
Finland,FIN,2006,0.11547523
Finland,FIN,2007,0.1393922
Finland,FIN,2008,0.19866626
Finland,FIN,2009,0.22635774
Finland,FIN,2010,0.22001635
Finland,FIN,2011,0.3795113
Finland,FIN,2012,0.39811036
Finland,FIN,2013,0.61691946
Finland,FIN,2014,0.90940845
Finland,FIN,2015,1.905637
Finland,FIN,2016,2.4584467
Finland,FIN,2017,3.899993
Finland,FIN,2018,4.6272097
Finland,FIN,2019,4.8568563
Finland,FIN,2020,6.6570215
Finland,FIN,2021,6.693168
Finland,FIN,2022,9.4990015
France,FRA,1990,0.000030208594
France,FRA,1991,0.000051244933
France,FRA,1992,0.000050819035
France,FRA,1993,0.00024929107
France,FRA,1994,0.0004942724
France,FRA,1995,0.0004838583
France,FRA,1996,0.0007353084
France,FRA,1997,0.001116461
France,FRA,1998,0.001912253
France,FRA,1999,0.0035605205
France,FRA,2000,0.0045677954
France,FRA,2001,0.012235256
France,FRA,2002,0.024846258
France,FRA,2003,0.035777085
France,FRA,2004,0.054071277
France,FRA,2005,0.087381154
France,FRA,2006,0.19854216
France,FRA,2007,0.3745801
France,FRA,2008,0.5191732
France,FRA,2009,0.7593175
France,FRA,2010,0.92079985
France,FRA,2011,1.1785293
France,FRA,2012,1.4377857
France,FRA,2013,1.5044138
France,FRA,2014,1.6775576
France,FRA,2015,2.0511124
France,FRA,2016,2.0705037
France,FRA,2017,2.3885024
France,FRA,2018,2.709993
France,FRA,2019,3.3474193
France,FRA,2020,4.253484
France,FRA,2021,3.6851757
France,FRA,2022,4.2530236
Germany,DEU,1986,0.000069500005
Germany,DEU,1987,0.00013781697
Germany,DEU,1988,0.0005494009
Germany,DEU,1989,0.0018046536
Germany,DEU,1990,0.00500749
Germany,DEU,1991,0.0072286655
Germany,DEU,1992,0.020281952
Germany,DEU,1993,0.044449
Germany,DEU,1994,0.067976385
Germany,DEU,1995,0.111590244
Germany,DEU,1996,0.1463426
Germany,DEU,1997,0.21638353
Germany,DEU,1998,0.3302274
Germany,DEU,1999,0.4124129
Germany,DEU,2000,0.70436645
Germany,DEU,2001,0.7592492
Germany,DEU,2002,1.1495706
Germany,DEU,2003,1.3802537
Germany,DEU,2004,1.869818
Germany,DEU,2005,2.0069606
Germany,DEU,2006,2.1940184
Germany,DEU,2007,2.941843
Germany,DEU,2008,2.955636
Germany,DEU,2009,2.981672
Germany,DEU,2010,2.781026
Germany,DEU,2011,3.706644
Germany,DEU,2012,3.7667844
Germany,DEU,2013,3.715384
Germany,DEU,2014,4.271008
Germany,DEU,2015,5.7425637
Germany,DEU,2016,5.5676827
Germany,DEU,2017,7.2258763
Germany,DEU,2018,7.6651015
Germany,DEU,2019,8.975284
Germany,DEU,2020,10.062125
Germany,DEU,2021,8.451835
Germany,DEU,2022,9.561261
Greece,GRC,1987,0.0012214956
Greece,GRC,1988,0.0011568833
Greece,GRC,1989,0.0010672404
Greece,GRC,1990,0.0020583766
Greece,GRC,1991,0.00202893
Greece,GRC,1992,0.007975201
Greece,GRC,1993,0.046244375
Greece,GRC,1994,0.03579616
Greece,GRC,1995,0.03173592
Greece,GRC,1996,0.03459524
Greece,GRC,1997,0.031867582
Greece,GRC,1998,0.05834413
Greece,GRC,1999,0.13505094
Greece,GRC,2000,0.35748416
Greece,GRC,2001,0.5906432
Greece,GRC,2002,0.50486445
Greece,GRC,2003,0.7433862
Greece,GRC,2004,0.8109975
Greece,GRC,2005,0.9074875
Greece,GRC,2006,1.1756085
Greece,GRC,2007,1.225852
Greece,GRC,2008,1.5307043
Greece,GRC,2009,1.791601
Greece,GRC,2010,1.9904869
Greece,GRC,2011,2.4632227
Greece,GRC,2012,3.0222795
Greece,GRC,2013,3.4361136
Greece,GRC,2014,3.2453327
Greece,GRC,2015,3.992093
Greece,GRC,2016,4.4876513
Greece,GRC,2017,4.573736
Greece,GRC,2018,5.143882
Greece,GRC,2019,6.0448194
Greece,GRC,2020,8.82934
Greece,GRC,2021,9.067595
Greece,GRC,2022,8.981412
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0.000017886603
High-income countries,,1979,0.000034762365
High-income countries,,1980,0.00006259562
High-income countries,,1981,0.000063926476
High-income countries,,1982,0.00011589974
High-income countries,,1983,0.0002044688
High-income countries,,1984,0.00026635441
High-income countries,,1985,0.0003734664
High-income countries,,1986,0.0007943451
High-income countries,,1987,0.0010870378
High-income countries,,1988,0.001780984
High-income countries,,1989,0.013966551
High-income countries,,1990,0.01883893
High-income countries,,1991,0.020596461
High-income countries,,1992,0.023224927
High-income countries,,1993,0.02734207
High-income countries,,1994,0.0325112
High-income countries,,1995,0.034526702
High-income countries,,1996,0.03838448
High-income countries,,1997,0.049700208
High-income countries,,1998,0.06626776
High-income countries,,1999,0.086680464
High-income countries,,2000,0.12806769
High-income countries,,2001,0.15406401
High-income countries,,2002,0.21148692
High-income countries,,2003,0.25131547
High-income countries,,2004,0.3240424
High-income countries,,2005,0.39185038
High-income countries,,2006,0.48295105
High-income countries,,2007,0.6082344
High-income countries,,2008,0.7619497
High-income countries,,2009,0.94867486
High-income countries,,2010,1.0656832
High-income countries,,2011,1.3152448
High-income countries,,2012,1.5165482
High-income countries,,2013,1.7277801
High-income countries,,2014,1.8512985
High-income countries,,2015,2.1290562
High-income countries,,2016,2.2699094
High-income countries,,2017,2.5771315
High-income countries,,2018,2.6798258
High-income countries,,2019,3.004293
High-income countries,,2020,3.613723
High-income countries,,2021,3.5429304
High-income countries,,2022,3.960153
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.00080172904
Hong Kong,HKG,2009,0.0009937222
Hong Kong,HKG,2010,0.0008996287
Hong Kong,HKG,2011,0.0007270834
Hong Kong,HKG,2012,0.00091227365
Hong Kong,HKG,2013,0.0007009433
Hong Kong,HKG,2014,0.0007685733
Hong Kong,HKG,2015,0.00066892273
Hong Kong,HKG,2016,0.00039303096
Hong Kong,HKG,2017,0.0007736013
Hong Kong,HKG,2018,0.00050924666
Hong Kong,HKG,2019,0.00053521805
Hong Kong,HKG,2020,0.0008138057
Hong Kong,HKG,2021,0.0011033377
Hong Kong,HKG,2022,0.0012252422
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0010213231
Hungary,HUN,2002,0.0010390554
Hungary,HUN,2003,0.004079123
Hungary,HUN,2004,0.0059841867
Hungary,HUN,2005,0.009294475
Hungary,HUN,2006,0.040505957
Hungary,HUN,2007,0.104345344
Hungary,HUN,2008,0.19600843
Hungary,HUN,2009,0.3389905
Hungary,HUN,2010,0.52648944
Hungary,HUN,2011,0.6408714
Hungary,HUN,2012,0.8420525
Hungary,HUN,2013,0.82195413
Hungary,HUN,2014,0.74648094
Hungary,HUN,2015,0.7434004
Hungary,HUN,2016,0.7166854
Hungary,HUN,2017,0.7490928
Hungary,HUN,2018,0.5921612
Hungary,HUN,2019,0.6990456
Hungary,HUN,2020,0.6363469
Hungary,HUN,2021,0.61181045
Hungary,HUN,2022,0.59309846
Iceland,ISL,2007,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.0038947186
India,IND,1991,0.013752881
India,IND,1992,0.010247868
India,IND,1993,0.010711288
India,IND,1994,0.020514613
India,IND,1995,0.049544312
India,IND,1996,0.08428524
India,IND,1997,0.08983691
India,IND,1998,0.092494406
India,IND,1999,0.1204626
India,IND,2000,0.12546438
India,IND,2001,0.1636092
India,IND,2002,0.15742786
India,IND,2003,0.18864056
India,IND,2004,0.34635046
India,IND,2005,0.37263605
India,IND,2006,0.54783356
India,IND,2007,0.6276617
India,IND,2008,0.72528774
India,IND,2009,0.7590432
India,IND,2010,0.86474025
India,IND,2011,1.003261
India,IND,2012,1.0834382
India,IND,2013,1.1401548
India,IND,2014,1.1836702
India,IND,2015,1.1129369
India,IND,2016,1.405147
India,IND,2017,1.6297234
India,IND,2018,1.7570562
India,IND,2019,1.7924758
India,IND,2020,1.7990911
India,IND,2021,1.8589576
India,IND,2022,1.803904
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.0000036599135
Indonesia,IDN,2008,0.00004854142
Indonesia,IDN,2009,0.0006383376
Indonesia,IDN,2010,0.00058136054
Indonesia,IDN,2011,0.00070472056
Indonesia,IDN,2012,0.00066693017
Indonesia,IDN,2013,0.000014893274
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.00052921346
Indonesia,IDN,2016,0.0008065915
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.023446906
Indonesia,IDN,2019,0.055844557
Indonesia,IDN,2020,0.05904931
Indonesia,IDN,2021,0.053063508
Indonesia,IDN,2022,0.0341867
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.0077723935
Iran,IRN,2000,0.007728231
Iran,IRN,2001,0.0066349823
Iran,IRN,2002,0.005437919
Iran,IRN,2003,0.0048329667
Iran,IRN,2004,0.007282948
Iran,IRN,2005,0.01046313
Iran,IRN,2006,0.016815266
Iran,IRN,2007,0.017675841
Iran,IRN,2008,0.023681555
Iran,IRN,2009,0.026550418
Iran,IRN,2010,0.019370405
Iran,IRN,2011,0.02312044
Iran,IRN,2012,0.030334655
Iran,IRN,2013,0.022540987
Iran,IRN,2014,0.019654844
Iran,IRN,2015,0.013830133
Iran,IRN,2016,0.014506689
Iran,IRN,2017,0.028341074
Iran,IRN,2018,0.06426979
Iran,IRN,2019,0.058416456
Iran,IRN,2020,0.08752631
Iran,IRN,2021,0.08802752
Iran,IRN,2022,0.096246056
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.012020616
Ireland,IRL,1993,0.03531335
Ireland,IRL,1994,0.042916372
Ireland,IRL,1995,0.03541387
Ireland,IRL,1996,0.029357808
Ireland,IRL,1997,0.10147252
Ireland,IRL,1998,0.31875238
Ireland,IRL,1999,0.33409816
Ireland,IRL,2000,0.41629082
Ireland,IRL,2001,0.53579247
Ireland,IRL,2002,0.6245861
Ireland,IRL,2003,0.7446189
Ireland,IRL,2004,1.0466855
Ireland,IRL,2005,1.6922802
Ireland,IRL,2006,2.375876
Ireland,IRL,2007,2.806813
Ireland,IRL,2008,3.4491951
Ireland,IRL,2009,4.673849
Ireland,IRL,2010,4.382331
Ireland,IRL,2011,7.0984564
Ireland,IRL,2012,6.5674715
Ireland,IRL,2013,7.5030007
Ireland,IRL,2014,8.463798
Ireland,IRL,2015,10.179854
Ireland,IRL,2016,9.059539
Ireland,IRL,2017,10.860701
Ireland,IRL,2018,12.257519
Ireland,IRL,2019,14.095309
Ireland,IRL,2020,17.211597
Ireland,IRL,2021,14.252914
Ireland,IRL,2022,15.600506
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0.0129296025
Israel,ISR,2002,0.013852261
Israel,ISR,2003,0.0145712085
Israel,ISR,2004,0.013012912
Israel,ISR,2005,0.012867277
Israel,ISR,2006,0.011559565
Israel,ISR,2007,0.01107497
Israel,ISR,2008,0.009625505
Israel,ISR,2009,0.009844741
Israel,ISR,2010,0.008363059
Israel,ISR,2011,0.0071393866
Israel,ISR,2012,0.0058145244
Israel,ISR,2013,0.006107057
Israel,ISR,2014,0.042925034
Israel,ISR,2015,0.0064472007
Israel,ISR,2016,0.030378977
Israel,ISR,2017,0.032776073
Israel,ISR,2018,0.04109994
Israel,ISR,2019,0.042117316
Israel,ISR,2020,0.054522097
Israel,ISR,2021,0.031128682
Israel,ISR,2022,0.029583327
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
