Entity,Code,Year,Hydro (% equivalent primary energy)
France,FRA,1970,9.294863
France,FRA,1971,7.7058578
France,FRA,1972,7.20497
France,FRA,1973,6.481657
France,FRA,1974,7.780643
France,FRA,1975,8.828549
France,FRA,1976,6.70113
France,FRA,1977,10.39305
France,FRA,1978,8.90995
France,FRA,1979,8.408854
France,FRA,1980,8.910869
France,FRA,1981,9.343282
France,FRA,1982,9.483593
France,FRA,1983,9.104992
France,FRA,1984,8.332356
France,FRA,1985,7.607822
France,FRA,1986,7.491208
France,FRA,1987,8.298738
France,FRA,1988,8.889132
France,FRA,1989,5.3494816
France,FRA,1990,5.9928513
France,FRA,1991,6.0289803
France,FRA,1992,7.1573763
France,FRA,1993,6.734607
France,FRA,1994,8.27928
France,FRA,1995,7.504825
France,FRA,1996,6.535853
France,FRA,1997,6.3971257
France,FRA,1998,6.089973
France,FRA,1999,6.9885454
France,FRA,2000,6.3152604
France,FRA,2001,6.936549
France,FRA,2002,5.662791
France,FRA,2003,5.435075
France,FRA,2004,5.412126
France,FRA,2005,4.676072
France,FRA,2006,5.123061
France,FRA,2007,5.301551
France,FRA,2008,5.803908
France,FRA,2009,5.469735
France,FRA,2010,5.8066397
France,FRA,2011,4.292445
France,FRA,2012,5.594261
France,FRA,2013,6.63881
France,FRA,2014,6.1100373
France,FRA,2015,5.241327
France,FRA,2016,5.822878
France,FRA,2017,4.7674704
France,FRA,2018,6.0733595
France,FRA,2019,5.42032
France,FRA,2020,6.6044106
France,FRA,2021,5.8792615
France,FRA,2022,4.989145
Germany,DEU,1965,1.6145031
Germany,DEU,1966,1.7416129
Germany,DEU,1967,1.6582536
Germany,DEU,1968,1.5761396
Germany,DEU,1969,1.185767
Germany,DEU,1970,1.4357978
Germany,DEU,1971,1.0919782
Germany,DEU,1972,1.0357395
Germany,DEU,1973,1.1294043
Germany,DEU,1974,1.3311741
Germany,DEU,1975,1.3399583
Germany,DEU,1976,1.0193156
Germany,DEU,1977,1.2974242
Germany,DEU,1978,1.3076738
Germany,DEU,1979,1.2402805
Germany,DEU,1980,1.3301289
Germany,DEU,1981,1.4337504
Germany,DEU,1982,1.4729381
Germany,DEU,1983,1.3769088
Germany,DEU,1984,1.3113233
Germany,DEU,1985,1.1992912
Germany,DEU,1986,1.2907481
Germany,DEU,1987,1.4018048
Germany,DEU,1988,1.3789544
Germany,DEU,1989,1.2662936
Germany,DEU,1990,1.2226043
Germany,DEU,1991,1.1457436
Germany,DEU,1992,1.374379
Germany,DEU,1993,1.4045885
Germany,DEU,1994,1.5102124
Germany,DEU,1995,1.6036263
Germany,DEU,1996,1.3552536
Germany,DEU,1997,1.3826368
Germany,DEU,1998,1.3978573
Germany,DEU,1999,1.5432659
Germany,DEU,2000,1.8461816
Germany,DEU,2001,1.6775793
Germany,DEU,2002,1.7243558
Germany,DEU,2003,1.3248755
Germany,DEU,2004,1.4908614
Germany,DEU,2005,1.4190499
Germany,DEU,2006,1.4030259
Germany,DEU,2007,1.5374829
Germany,DEU,2008,1.459999
Germany,DEU,2009,1.4394774
Germany,DEU,2010,1.5116827
Germany,DEU,2011,1.3137596
Germany,DEU,2012,1.5856501
Germany,DEU,2013,1.6202363
Germany,DEU,2014,1.4300945
Germany,DEU,2015,1.351665
Germany,DEU,2016,1.4312797
Germany,DEU,2017,1.3775879
Germany,DEU,2018,1.2334461
Germany,DEU,2019,1.4066701
Germany,DEU,2020,1.3955749
Germany,DEU,2021,1.449124
Germany,DEU,2022,1.3355103
Greece,GRC,1982,5.2865105
Greece,GRC,1983,3.454517
Greece,GRC,1984,4.0465713
Greece,GRC,1985,3.7546217
Greece,GRC,1986,4.321012
Greece,GRC,1987,3.3957453
Greece,GRC,1988,2.7371757
Greece,GRC,1989,2.0277493
Greece,GRC,1990,1.820636
Greece,GRC,1991,3.1438305
Greece,GRC,1992,2.196171
Greece,GRC,1993,2.24531
Greece,GRC,1994,2.5144382
Greece,GRC,1995,3.2940059
Greece,GRC,1996,3.9584253
Greece,GRC,1997,3.4363859
Greece,GRC,1998,3.0980742
Greece,GRC,1999,3.8281105
Greece,GRC,2000,2.9272485
Greece,GRC,2001,1.638332
Greece,GRC,2002,2.1714602
Greece,GRC,2003,3.4701064
Greece,GRC,2004,3.3807654
Greece,GRC,2005,3.5953324
Greece,GRC,2006,4.0572886
Greece,GRC,2007,1.7473595
Greece,GRC,2008,2.2614331
Greece,GRC,2009,3.770998
Greece,GRC,2010,5.4822197
Greece,GRC,2011,2.9803069
Greece,GRC,2012,3.4480252
Greece,GRC,2013,5.2689114
Greece,GRC,2014,3.940179
Greece,GRC,2015,5.2682233
Greece,GRC,2016,4.833643
Greece,GRC,2017,3.2731962
Greece,GRC,2018,4.6892705
Greece,GRC,2019,3.3272352
Greece,GRC,2020,3.171023
Greece,GRC,2021,5.1063704
Greece,GRC,2022,3.7564461
High-income countries,,1965,6.771025
High-income countries,,1966,6.816517
High-income countries,,1967,6.71603
High-income countries,,1968,6.4658694
High-income countries,,1969,6.342455
High-income countries,,1970,6.1739473
High-income countries,,1971,6.281609
High-income countries,,1972,6.2502027
High-income countries,,1973,5.921315
High-income countries,,1974,6.593998
High-income countries,,1975,6.7473593
High-income countries,,1976,6.1216655
High-income countries,,1977,6.0111847
High-income countries,,1978,6.2692633
High-income countries,,1979,6.337855
High-income countries,,1980,6.468545
High-income countries,,1981,6.6658573
High-income countries,,1982,7.0396333
High-income countries,,1983,7.3437824
High-income countries,,1984,6.9920087
High-income countries,,1985,6.8159914
High-income countries,,1986,6.6874228
High-income countries,,1987,6.4748445
High-income countries,,1988,6.27005
High-income countries,,1989,6.005065
High-income countries,,1990,6.157563
High-income countries,,1991,6.209933
High-income countries,,1992,6.063336
High-income countries,,1993,6.2883973
High-income countries,,1994,5.9926786
High-income countries,,1995,6.2115774
High-income countries,,1996,6.138019
High-income countries,,1997,6.231554
High-income countries,,1998,6.0629888
High-income countries,,1999,6.011269
High-income countries,,2000,5.918446
High-income countries,,2001,5.490672
High-income countries,,2002,5.454365
High-income countries,,2003,5.2510405
High-income countries,,2004,5.181964
High-income countries,,2005,5.1902614
High-income countries,,2006,5.1847267
High-income countries,,2007,4.991763
High-income countries,,2008,5.177356
High-income countries,,2009,5.3790274
High-income countries,,2010,5.2045507
High-income countries,,2011,5.299914
High-income countries,,2012,5.3154583
High-income countries,,2013,5.3383307
High-income countries,,2014,5.28621
High-income countries,,2015,5.0771246
High-income countries,,2016,5.138367
High-income countries,,2017,5.021275
High-income countries,,2018,5.056817
High-income countries,,2019,4.893408
High-income countries,,2020,5.4268384
High-income countries,,2021,5.0247617
High-income countries,,2022,4.739708
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hong Kong,HKG,2022,0
Hungary,HUN,1965,0.11989387
Hungary,HUN,1966,0.15773733
Hungary,HUN,1967,0.13554126
Hungary,HUN,1968,0.14179073
Hungary,HUN,1969,0.14133148
Hungary,HUN,1970,0.12151648
Hungary,HUN,1971,0.128392
Hungary,HUN,1972,0.14248806
Hungary,HUN,1973,0.12081837
Hungary,HUN,1974,0.094015844
Hungary,HUN,1975,0.17870052
Hungary,HUN,1976,0.16931991
Hungary,HUN,1977,0.14541946
Hungary,HUN,1978,0.12593117
Hungary,HUN,1979,0.13454616
Hungary,HUN,1980,0.10290331
Hungary,HUN,1981,0.15593338
Hungary,HUN,1982,0.14692831
Hungary,HUN,1983,0.14574319
Hungary,HUN,1984,0.1656924
Hungary,HUN,1985,0.13748026
Hungary,HUN,1986,0.13723414
Hungary,HUN,1987,0.14415859
Hungary,HUN,1988,0.14756292
Hungary,HUN,1989,0.1416178
Hungary,HUN,1990,0.16282609
Hungary,HUN,1991,0.19001442
Hungary,HUN,1992,0.16129854
Hungary,HUN,1993,0.17603572
Hungary,HUN,1994,0.16787763
Hungary,HUN,1995,0.16805726
Hungary,HUN,1996,0.20944378
Hungary,HUN,1997,0.22395374
Hungary,HUN,1998,0.15833148
Hungary,HUN,1999,0.18497932
Hungary,HUN,2000,0.18744299
Hungary,HUN,2001,0.18996678
Hungary,HUN,2002,0.20157686
Hungary,HUN,2003,0.1743824
Hungary,HUN,2004,0.20445962
Hungary,HUN,2005,0.18774816
Hungary,HUN,2006,0.17521165
Hungary,HUN,2007,0.19920468
Hungary,HUN,2008,0.2036576
Hungary,HUN,2009,0.23350401
Hungary,HUN,2010,0.18781787
Hungary,HUN,2011,0.22727391
Hungary,HUN,2012,0.23257469
Hungary,HUN,2013,0.24387094
Hungary,HUN,2014,0.3422348
Hungary,HUN,2015,0.25101835
Hungary,HUN,2016,0.2713765
Hungary,HUN,2017,0.21741481
Hungary,HUN,2018,0.21657294
Hungary,HUN,2019,0.2100014
Hungary,HUN,2020,0.23705131
Hungary,HUN,2021,0.19533709
Hungary,HUN,2022,0.17286761
Iceland,ISL,2007,52.718933
India,IND,1965,9.149455
India,IND,1966,9.270713
India,IND,1967,10.058605
India,IND,1968,10.8575325
India,IND,1969,10.873966
India,IND,1970,11.78412
India,IND,1971,12.426771
India,IND,1972,11.463117
India,IND,1973,11.957463
India,IND,1974,10.860853
India,IND,1975,12.067703
India,IND,1976,12.0367985
India,IND,1977,12.415875
India,IND,1978,14.818278
India,IND,1979,13.540278
India,IND,1980,13.453118
India,IND,1981,12.948172
India,IND,1982,11.035111
India,IND,1983,10.110921
India,IND,1984,10.576084
India,IND,1985,9.670784
India,IND,1986,9.167619
India,IND,1987,8.030696
India,IND,1988,8.2299185
India,IND,1989,8.742306
India,IND,1990,8.533721
India,IND,1991,9.0036125
India,IND,1992,8.115446
India,IND,1993,7.9944715
India,IND,1994,8.602681
India,IND,1995,7.5763836
India,IND,1996,6.626438
India,IND,1997,6.38415
India,IND,1998,7.1691933
India,IND,1999,6.8519936
India,IND,2000,6.1059093
India,IND,2001,5.6516166
India,IND,2002,5.1754804
India,IND,2003,5.0190716
India,IND,2004,6.6703267
India,IND,2005,6.059457
India,IND,2006,6.6074295
India,IND,2007,6.587423
India,IND,2008,5.809536
India,IND,2009,4.960676
India,IND,2010,4.833135
India,IND,2011,5.5165515
India,IND,2012,4.5725355
India,IND,2013,5.014799
India,IND,2014,4.9178376
India,IND,2015,4.530507
India,IND,2016,4.1515255
India,IND,2017,4.205918
India,IND,2018,4.071443
India,IND,2019,4.5882235
India,IND,2020,4.873914
India,IND,2021,4.3770475
India,IND,2022,4.5049057
Indonesia,IDN,1965,6.385929
Indonesia,IDN,1966,8.36461
Indonesia,IDN,1967,9.505836
Indonesia,IDN,1968,11.010139
Indonesia,IDN,1969,10.201887
Indonesia,IDN,1970,11.57067
Indonesia,IDN,1971,4.00115
Indonesia,IDN,1972,3.3738363
Indonesia,IDN,1973,3.7743795
Indonesia,IDN,1974,3.9022937
Indonesia,IDN,1975,3.3421185
Indonesia,IDN,1976,1.86724
Indonesia,IDN,1977,2.34783
Indonesia,IDN,1978,1.49063
Indonesia,IDN,1979,1.4562845
Indonesia,IDN,1980,1.2272301
Indonesia,IDN,1981,1.1406815
Indonesia,IDN,1982,1.2204517
Indonesia,IDN,1983,1.7323705
Indonesia,IDN,1984,1.7180939
Indonesia,IDN,1985,1.9808587
Indonesia,IDN,1986,2.9868257
Indonesia,IDN,1987,2.9112308
Indonesia,IDN,1988,3.0289974
Indonesia,IDN,1989,3.4081194
Indonesia,IDN,1990,3.1987255
Indonesia,IDN,1991,3.3554215
Indonesia,IDN,1992,3.9786804
Indonesia,IDN,1993,3.4419167
Indonesia,IDN,1994,2.9519868
Indonesia,IDN,1995,2.817784
Indonesia,IDN,1996,2.7962995
Indonesia,IDN,1997,1.7127142
Indonesia,IDN,1998,3.0781155
Indonesia,IDN,1999,2.823671
Indonesia,IDN,2000,2.5453587
Indonesia,IDN,2001,2.7472818
Indonesia,IDN,2002,2.2649655
Indonesia,IDN,2003,1.9002643
Indonesia,IDN,2004,2.0267746
Indonesia,IDN,2005,2.169577
Indonesia,IDN,2006,1.9017962
Indonesia,IDN,2007,2.0652864
Indonesia,IDN,2008,2.0725813
Indonesia,IDN,2009,1.9800385
Indonesia,IDN,2010,2.7880096
Indonesia,IDN,2011,1.8660681
Indonesia,IDN,2012,1.8516498
Indonesia,IDN,2013,2.5203571
Indonesia,IDN,2014,2.215436
Indonesia,IDN,2015,1.9653165
Indonesia,IDN,2016,2.6475625
Indonesia,IDN,2017,2.5373445
Indonesia,IDN,2018,2.670314
Indonesia,IDN,2019,2.441584
Indonesia,IDN,2020,3.0239458
Indonesia,IDN,2021,2.9988773
Indonesia,IDN,2022,2.6211405
Iran,IRN,1965,5.2250767
Iran,IRN,1966,5.151487
Iran,IRN,1967,5.0412226
Iran,IRN,1968,4.9317336
Iran,IRN,1969,4.837112
Iran,IRN,1970,4.4152985
Iran,IRN,1971,4.3325543
Iran,IRN,1972,5.018947
Iran,IRN,1973,3.5577044
Iran,IRN,1974,3.4556205
Iran,IRN,1975,3.1140482
Iran,IRN,1976,3.0952492
Iran,IRN,1977,2.8250146
Iran,IRN,1978,4.5260034
Iran,IRN,1979,3.6342711
Iran,IRN,1980,4.064726
Iran,IRN,1981,4.4219165
Iran,IRN,1982,4.111237
Iran,IRN,1983,3.3884645
Iran,IRN,1984,2.9317567
Iran,IRN,1985,2.7088299
Iran,IRN,1986,3.4556096
Iran,IRN,1987,3.5734787
Iran,IRN,1988,3.6968005
Iran,IRN,1989,2.7610445
Iran,IRN,1990,2.6902497
Iran,IRN,1991,1.8835832
Iran,IRN,1992,2.7959177
Iran,IRN,1993,3.4577887
Iran,IRN,1994,2.021462
Iran,IRN,1995,2.326306
Iran,IRN,1996,2.2645998
Iran,IRN,1997,1.4810697
Iran,IRN,1998,1.7921339
Iran,IRN,1999,1.1420966
Iran,IRN,2000,0.8005609
Iran,IRN,2001,0.8115558
Iran,IRN,2002,1.4379098
Iran,IRN,2003,1.6789327
Iran,IRN,2004,1.8770493
Iran,IRN,2005,2.1321754
Iran,IRN,2006,2.4839091
Iran,IRN,2007,2.2529473
Iran,IRN,2008,0.89960873
Iran,IRN,2009,0.78911793
Iran,IRN,2010,1.1750617
Iran,IRN,2011,1.165183
Iran,IRN,2012,1.3400843
Iran,IRN,2013,1.5052022
Iran,IRN,2014,1.4253695
Iran,IRN,2015,1.2998363
Iran,IRN,2016,1.4341166
Iran,IRN,2017,1.5357654
Iran,IRN,2018,0.8430483
Iran,IRN,2019,2.739991
Iran,IRN,2020,1.8037727
Iran,IRN,2021,1.1586682
Iran,IRN,2022,0.5754928
Iraq,IRQ,2017,0.96860445
Iraq,IRQ,2018,0.7953278
Iraq,IRQ,2019,2.0399492
Ireland,IRL,1979,2.3525975
Ireland,IRL,1980,2.4656003
Ireland,IRL,1981,2.5970182
Ireland,IRL,1982,2.4390516
Ireland,IRL,1983,2.4031906
Ireland,IRL,1984,2.1390052
Ireland,IRL,1985,2.487561
Ireland,IRL,1986,2.5271845
Ireland,IRL,1987,1.8662728
Ireland,IRL,1988,2.3837883
Ireland,IRL,1989,1.8510282
Ireland,IRL,1990,1.7483125
Ireland,IRL,1991,1.8013103
Ireland,IRL,1992,1.9638147
Ireland,IRL,1993,1.8006586
Ireland,IRL,1994,2.0776868
Ireland,IRL,1995,1.5778488
Ireland,IRL,1996,1.5137527
Ireland,IRL,1997,1.3757192
Ireland,IRL,1998,1.7273648
Ireland,IRL,1999,1.5112091
Ireland,IRL,2000,1.4431092
Ireland,IRL,2001,0.95591277
Ireland,IRL,2002,1.4678351
Ireland,IRL,2003,0.9806209
Ireland,IRL,2004,1.0065545
Ireland,IRL,2005,0.96057814
Ireland,IRL,2006,1.060684
Ireland,IRL,2007,0.9551909
Ireland,IRL,2008,1.3856082
Ireland,IRL,2009,1.4258882
Ireland,IRL,2010,0.93281484
Ireland,IRL,2011,1.1450055
Ireland,IRL,2012,1.3136727
Ireland,IRL,2013,0.99024606
Ireland,IRL,2014,1.1666836
Ireland,IRL,2015,1.2488173
Ireland,IRL,2016,1.0036974
Ireland,IRL,2017,1.0090349
Ireland,IRL,2018,0.98472804
Ireland,IRL,2019,1.2472372
Ireland,IRL,2020,1.3898954
Ireland,IRL,2021,1.0925128
Ireland,IRL,2022,0.9712231
Israel,ISR,1980,0
Israel,ISR,1981,0.0062810113
Israel,ISR,1982,0.005812406
Israel,ISR,1983,0.0029043623
Israel,ISR,1984,0.005582046
Israel,ISR,1985,0.00601886
Israel,ISR,1986,0.017165788
Israel,ISR,1987,0.026678516
Israel,ISR,1988,0.024891872
Israel,ISR,1989,0.007137956
Israel,ISR,1990,0.0068693697
Israel,ISR,1991,0.013514588
Israel,ISR,1992,0.05597493
Israel,ISR,1993,0.046211712
Israel,ISR,1994,0.03918334
Israel,ISR,1995,0.03786924
Israel,ISR,1996,0.035080772
Israel,ISR,1997,0.03341767
Israel,ISR,1998,0.031755347
Israel,ISR,1999,0.040444113
Israel,ISR,2000,0.040315736
Israel,ISR,2001,0.0129296025
Israel,ISR,2002,0.0264452
Israel,ISR,2003,0.037642416
Israel,ISR,2004,0.033123955
Israel,ISR,2005,0.03275311
Israel,ISR,2006,0.01733929
Israel,ISR,2007,0.015505002
Israel,ISR,2008,0.01711197
Israel,ISR,2009,0.026252598
Israel,ISR,2010,0.032406885
Israel,ISR,2011,0.029577505
Israel,ISR,2012,0.031979896
Israel,ISR,2013,0.028194292
Israel,ISR,2014,0.0131678255
Israel,ISR,2015,0.023932785
Israel,ISR,2016,0.024154738
Israel,ISR,2017,0.022864597
Israel,ISR,2018,0.020849992
Israel,ISR,2019,0.019240625
Israel,ISR,2020,0.022002494
Israel,ISR,2021,0.021468645
Israel,ISR,2022,0.02013129
Italy,ITA,1965,13.578181
Italy,ITA,1966,12.821484
Italy,ITA,1967,11.465373
Italy,ITA,1968,10.694672
Italy,ITA,1969,9.584585
Italy,ITA,1970,8.514406
Italy,ITA,1971,7.827654
Italy,ITA,1972,7.8973637
Italy,ITA,1973,6.8667874
Italy,ITA,1974,6.9186597
Italy,ITA,1975,7.6705613
Italy,ITA,1976,6.941244
Italy,ITA,1977,9.031371
Italy,ITA,1978,7.8411274
Italy,ITA,1979,7.6796
Italy,ITA,1980,7.761143
Italy,ITA,1981,7.540241
Italy,ITA,1982,7.4119067
Italy,ITA,1983,7.5680456
Italy,ITA,1984,7.6239243
Italy,ITA,1985,7.4241796
Italy,ITA,1986,7.2290263
Italy,ITA,1987,6.748173
Italy,ITA,1988,6.781072
Italy,ITA,1989,5.518316
Italy,ITA,1990,5.0416975
Italy,ITA,1991,6.528574
Italy,ITA,1992,6.54926
Italy,ITA,1993,6.567815
Italy,ITA,1994,7.0964456
Italy,ITA,1995,5.7695274
Italy,ITA,1996,6.421277
Italy,ITA,1997,6.2469206
Italy,ITA,1998,6.0502443
Italy,ITA,1999,6.4760513
Italy,ITA,2000,6.225878
Italy,ITA,2001,6.556299
Italy,ITA,2002,5.536722
Italy,ITA,2003,4.9468937
Italy,ITA,2004,5.551867
Italy,ITA,2005,4.6937737
Italy,ITA,2006,4.8063765
Italy,ITA,2007,4.3191543
Italy,ITA,2008,5.538272
Italy,ITA,2009,6.959877
Italy,ITA,2010,6.966023
Italy,ITA,2011,6.3270955
Italy,ITA,2012,5.906677
Italy,ITA,2013,7.7386847
Italy,ITA,2014,8.999734
Italy,ITA,2015,6.7574134
Italy,ITA,2016,6.2347054
Italy,ITA,2017,5.2267528
Italy,ITA,2018,6.9688334
Italy,ITA,2019,6.7156205
Italy,ITA,2020,7.5728235
Italy,ITA,2021,6.7449994
Italy,ITA,2022,4.3014274
Japan,JPN,1965,12.335086
Japan,JPN,1966,11.651081
Japan,JPN,1967,8.79386
Japan,JPN,1968,8.451984
Japan,JPN,1969,7.6118836
Japan,JPN,1970,6.815383
Japan,JPN,1971,7.1469913
Japan,JPN,1972,6.8954067
Japan,JPN,1973,4.8768816
Japan,JPN,1974,6.0095296
Japan,JPN,1975,6.345573
Japan,JPN,1976,6.1354628
Japan,JPN,1977,5.3186107
Japan,JPN,1978,4.9012666
Japan,JPN,1979,5.434914
Japan,JPN,1980,6.1222634
Japan,JPN,1981,6.160241
Japan,JPN,1982,5.9670835
Japan,JPN,1983,6.0800333
Japan,JPN,1984,4.762867
Japan,JPN,1985,5.468802
Japan,JPN,1986,5.325596
Japan,JPN,1987,4.831145
Japan,JPN,1988,5.4845996
Japan,JPN,1989,5.38744
Japan,JPN,1990,4.923641
Japan,JPN,1991,5.231904
Japan,JPN,1992,4.3897967
Japan,JPN,1993,5.001819
Japan,JPN,1994,3.3570628
Japan,JPN,1995,3.9038758
Japan,JPN,1996,3.7511442
Japan,JPN,1997,4.1222343
Japan,JPN,1998,4.334611
Japan,JPN,1999,4.011656
Japan,JPN,2000,4.0011516
Japan,JPN,2001,3.8739119
Japan,JPN,2002,3.799117
Japan,JPN,2003,4.34637
Japan,JPN,2004,4.2321877
Japan,JPN,2005,3.546054
Japan,JPN,2006,4.0439086
Japan,JPN,2007,3.4081511
Japan,JPN,2008,3.4778192
Japan,JPN,2009,3.5511658
Japan,JPN,2010,4.158159
Japan,JPN,2011,4.066648
Japan,JPN,2012,3.8073256
Japan,JPN,2013,3.9225023
Japan,JPN,2014,4.120058
Japan,JPN,2015,4.3606544
Japan,JPN,2016,4.066575
Japan,JPN,2017,3.987219
Japan,JPN,2018,4.076388
Japan,JPN,2019,3.7758524
Japan,JPN,2020,4.268597
Japan,JPN,2021,4.1784005
Japan,JPN,2022,3.93911
Kazakhstan,KAZ,1985,1.9355252
Kazakhstan,KAZ,1986,1.7365297
Kazakhstan,KAZ,1987,2.035726
Kazakhstan,KAZ,1988,2.3956878
Kazakhstan,KAZ,1989,2.5382574
Kazakhstan,KAZ,1990,2.5343888
Kazakhstan,KAZ,1991,2.4798365
Kazakhstan,KAZ,1992,2.3956668
Kazakhstan,KAZ,1993,3.0152721
Kazakhstan,KAZ,1994,4.0728307
Kazakhstan,KAZ,1995,4.114585
Kazakhstan,KAZ,1996,4.1591706
Kazakhstan,KAZ,1997,4.181545
Kazakhstan,KAZ,1998,4.193706
Kazakhstan,KAZ,1999,4.455529
Kazakhstan,KAZ,2000,6.022824
Kazakhstan,KAZ,2001,5.7042646
Kazakhstan,KAZ,2002,6.120414
Kazakhstan,KAZ,2003,5.382556
Kazakhstan,KAZ,2004,4.701576
Kazakhstan,KAZ,2005,4.432412
Kazakhstan,KAZ,2006,4.047025
Kazakhstan,KAZ,2007,3.8181744
Kazakhstan,KAZ,2008,3.2849114
Kazakhstan,KAZ,2009,3.3547347
Kazakhstan,KAZ,2010,3.624057
Kazakhstan,KAZ,2011,3.1190367
Kazakhstan,KAZ,2012,2.856213
Kazakhstan,KAZ,2013,2.8609097
Kazakhstan,KAZ,2014,2.8952909
Kazakhstan,KAZ,2015,3.8869407
Kazakhstan,KAZ,2016,4.3119993
Kazakhstan,KAZ,2017,3.8411818
Kazakhstan,KAZ,2018,3.4184535
Kazakhstan,KAZ,2019,3.236181
Kazakhstan,KAZ,2020,3.376235
Kazakhstan,KAZ,2021,2.9574363
Kazakhstan,KAZ,2022,2.7680466
Latvia,LVA,1985,8.286784
Latvia,LVA,1986,8.983882
Latvia,LVA,1987,12.136782
Latvia,LVA,1988,10.432146
Latvia,LVA,1989,12.539953
Latvia,LVA,1990,15.375505
Latvia,LVA,1991,12.153858
Latvia,LVA,1992,13.070239
Latvia,LVA,1993,17.300793
Latvia,LVA,1994,20.521252
Latvia,LVA,1995,19.48626
Latvia,LVA,1996,13.264133
Latvia,LVA,1997,20.903784
Latvia,LVA,1998,28.072592
Latvia,LVA,1999,21.123388
Latvia,LVA,2000,22.079021
Latvia,LVA,2001,20.466904
Latvia,LVA,2002,17.531887
Latvia,LVA,2003,16.218838
Latvia,LVA,2004,19.666185
Latvia,LVA,2005,20.281467
Latvia,LVA,2006,17.234653
Latvia,LVA,2007,16.826769
Latvia,LVA,2008,18.892586
Latvia,LVA,2009,22.031574
Latvia,LVA,2010,19.669918
Latvia,LVA,2011,17.96334
Latvia,LVA,2012,22.072578
Latvia,LVA,2013,17.94081
Latvia,LVA,2014,13.257116
Latvia,LVA,2015,12.050294
Latvia,LVA,2016,15.214285
Latvia,LVA,2017,23.802656
Latvia,LVA,2018,14.767231
Latvia,LVA,2019,12.390289
Latvia,LVA,2020,16.73338
Latvia,LVA,2021,16.711414
Latvia,LVA,2022,18.080196
Lithuania,LTU,1985,0.6436672
Lithuania,LTU,1986,0.68190074
Lithuania,LTU,1987,0.6134985
Lithuania,LTU,1988,0.6201881
Lithuania,LTU,1989,0.57254976
Lithuania,LTU,1990,0.6063068
Lithuania,LTU,1991,0.46823943
Lithuania,LTU,1992,0.7032567
Lithuania,LTU,1993,1.1363113
Lithuania,LTU,1994,1.5144594
Lithuania,LTU,1995,1.1181905
Lithuania,LTU,1996,0.89794135
Lithuania,LTU,1997,0.88122153
Lithuania,LTU,1998,1.1615424
Lithuania,LTU,1999,1.3940034
Lithuania,LTU,2000,1.2857236
Lithuania,LTU,2001,1.0477604
Lithuania,LTU,2002,1.0584362
Lithuania,LTU,2003,0.92312676
Lithuania,LTU,2004,1.1780095
Lithuania,LTU,2005,1.3752071
Lithuania,LTU,2006,1.2608151
Lithuania,LTU,2007,1.212283
Lithuania,LTU,2008,1.1626965
Lithuania,LTU,2009,1.3161134
Lithuania,LTU,2010,2.2793128
Lithuania,LTU,2011,1.9327302
Lithuania,LTU,2012,1.6879139
Lithuania,LTU,2013,2.2403138
Lithuania,LTU,2014,1.7637417
Lithuania,LTU,2015,1.4727515
Lithuania,LTU,2016,1.8651016
Lithuania,LTU,2017,2.3353617
Lithuania,LTU,2018,1.6106328
Lithuania,LTU,2019,1.2847776
Lithuania,LTU,2020,1.1227055
Lithuania,LTU,2021,1.4312562
Lithuania,LTU,2022,1.9110848
Lower-middle-income countries,,1965,8.109364
Lower-middle-income countries,,1966,7.997121
Lower-middle-income countries,,1967,8.50508
Lower-middle-income countries,,1968,9.266531
Lower-middle-income countries,,1969,9.516809
Lower-middle-income countries,,1970,9.870191
Lower-middle-income countries,,1971,9.80065
Lower-middle-income countries,,1972,9.375169
Lower-middle-income countries,,1973,9.13972
Lower-middle-income countries,,1974,8.678183
Lower-middle-income countries,,1975,9.044274
Lower-middle-income countries,,1976,9.080031
Lower-middle-income countries,,1977,9.055713
Lower-middle-income countries,,1978,10.56918
Lower-middle-income countries,,1979,9.550346
Lower-middle-income countries,,1980,9.510718
Lower-middle-income countries,,1981,9.255737
Lower-middle-income countries,,1982,8.154562
Lower-middle-income countries,,1983,7.474657
Lower-middle-income countries,,1984,7.7739015
Lower-middle-income countries,,1985,4.6285977
Lower-middle-income countries,,1986,4.6161137
Lower-middle-income countries,,1987,4.469019
Lower-middle-income countries,,1988,4.757695
Lower-middle-income countries,,1989,4.945303
Lower-middle-income countries,,1990,4.6990347
Lower-middle-income countries,,1991,4.949407
Lower-middle-income countries,,1992,5.017332
Lower-middle-income countries,,1993,5.4456277
Lower-middle-income countries,,1994,5.731982
Lower-middle-income countries,,1995,5.396853
Lower-middle-income countries,,1996,5.1864443
Lower-middle-income countries,,1997,4.6902766
Lower-middle-income countries,,1998,5.475485
Lower-middle-income countries,,1999,5.205277
Lower-middle-income countries,,2000,4.6278367
Lower-middle-income countries,,2001,4.5427866
