Entity,Code,Year,Wind energy capacity
Kazakhstan,KAZ,2017,0.11240000000000001
Kazakhstan,KAZ,2018,0.12145
Kazakhstan,KAZ,2019,0.2838
Kazakhstan,KAZ,2020,0.4863
Kazakhstan,KAZ,2021,0.6839500000000001
Kazakhstan,KAZ,2022,1.10775
Kenya,KEN,2000,0.0004
Kenya,KEN,2001,0.0004
Kenya,KEN,2002,0.0004
Kenya,KEN,2003,0.0004
Kenya,KEN,2004,0.0004
Kenya,KEN,2005,0.0004
Kenya,KEN,2006,0.0004
Kenya,KEN,2007,0.0004
Kenya,KEN,2008,0.0004
Kenya,KEN,2009,0.0004
Kenya,KEN,2010,0.0056500000000000005
Kenya,KEN,2011,0.0056500000000000005
Kenya,KEN,2012,0.0056500000000000005
Kenya,KEN,2013,0.0056500000000000005
Kenya,KEN,2014,0.00585
Kenya,KEN,2015,0.0261
Kenya,KEN,2016,0.0261
Kenya,KEN,2017,0.02621
Kenya,KEN,2018,0.3361
Kenya,KEN,2019,0.3361
Kenya,KEN,2020,0.3361
Kenya,KEN,2021,0.43610000000000004
Kenya,KEN,2022,0.43610000000000004
Kosovo,OWID_KOS,2010,0.001
Kosovo,OWID_KOS,2011,0.001
Kosovo,OWID_KOS,2012,0.001
Kosovo,OWID_KOS,2013,0.001
Kosovo,OWID_KOS,2014,0.001
Kosovo,OWID_KOS,2015,0.001
Kosovo,OWID_KOS,2016,0.001
Kosovo,OWID_KOS,2017,0.03375
Kosovo,OWID_KOS,2018,0.03375
Kosovo,OWID_KOS,2019,0.03375
Kosovo,OWID_KOS,2020,0.03375
Kosovo,OWID_KOS,2021,0.13875
Kosovo,OWID_KOS,2022,0.13875
Kuwait,KWT,2013,0.0024
Kuwait,KWT,2014,0.0024
Kuwait,KWT,2015,0.0024
Kuwait,KWT,2016,0.0024
Kuwait,KWT,2017,0.012400000000000001
Kuwait,KWT,2018,0.012400000000000001
Kuwait,KWT,2019,0.012400000000000001
Kuwait,KWT,2020,0.012400000000000001
Kuwait,KWT,2021,0.012400000000000001
Kuwait,KWT,2022,0.012400000000000001
Latvia,LVA,2000,0.002
Latvia,LVA,2001,0.002
Latvia,LVA,2002,0.022
Latvia,LVA,2003,0.026000000000000002
Latvia,LVA,2004,0.026000000000000002
Latvia,LVA,2005,0.026000000000000002
Latvia,LVA,2006,0.026000000000000002
Latvia,LVA,2007,0.026000000000000002
Latvia,LVA,2008,0.028
Latvia,LVA,2009,0.029
Latvia,LVA,2010,0.03
Latvia,LVA,2011,0.036000000000000004
Latvia,LVA,2012,0.059000000000000004
Latvia,LVA,2013,0.06589199999999999
Latvia,LVA,2014,0.068915
Latvia,LVA,2015,0.068165
Latvia,LVA,2016,0.06990500000000001
Latvia,LVA,2017,0.077105
Latvia,LVA,2018,0.078172
Latvia,LVA,2019,0.078072
Latvia,LVA,2020,0.078072
Latvia,LVA,2021,0.077129
Latvia,LVA,2022,0.136129
Lebanon,LBN,2012,0.0005
Lebanon,LBN,2013,0.002
Lebanon,LBN,2014,0.003
Lebanon,LBN,2015,0.003
Lebanon,LBN,2016,0.003
Lebanon,LBN,2017,0.003
Lebanon,LBN,2018,0.003
Lebanon,LBN,2019,0.003
Lebanon,LBN,2020,0.003
Lebanon,LBN,2021,0.003
Lebanon,LBN,2022,0.003
Lithuania,LTU,2004,0.001
Lithuania,LTU,2005,0.001
Lithuania,LTU,2006,0.031
Lithuania,LTU,2007,0.047
Lithuania,LTU,2008,0.054
Lithuania,LTU,2009,0.098
Lithuania,LTU,2010,0.133
Lithuania,LTU,2011,0.202
Lithuania,LTU,2012,0.275
Lithuania,LTU,2013,0.279
Lithuania,LTU,2014,0.28800000000000003
Lithuania,LTU,2015,0.436
Lithuania,LTU,2016,0.509
Lithuania,LTU,2017,0.518
Lithuania,LTU,2018,0.533
Lithuania,LTU,2019,0.534
Lithuania,LTU,2020,0.54
Lithuania,LTU,2021,0.671
Lithuania,LTU,2022,0.8140000000000001
Low-income countries,,2004,0.0006
Low-income countries,,2005,0.0006
Low-income countries,,2006,0.0006
Low-income countries,,2007,0.0014399999999999999
Low-income countries,,2008,0.00164
Low-income countries,,2009,0.0018700000000000001
Low-income countries,,2010,0.0019470000000000002
Low-income countries,,2011,0.082951996
Low-income countries,,2012,0.086152
Low-income countries,,2013,0.17615201
Low-income countries,,2014,0.17631601000000002
Low-income countries,,2015,0.329916
Low-income countries,,2016,0.331022
Low-income countries,,2017,0.33247202
Low-income countries,,2018,0.33247202
Low-income countries,,2019,0.33247202
Low-income countries,,2020,0.33247202
Low-income countries,,2021,0.33247202
Low-income countries,,2022,0.41247202
Lower-middle-income countries,,2000,1.0990550000000001
Lower-middle-income countries,,2001,1.752292
Lower-middle-income countries,,2002,1.808392
Lower-middle-income countries,,2003,2.6848699000000003
Lower-middle-income countries,,2004,4.1384897
Lower-middle-income countries,,2005,4.80969
Lower-middle-income countries,,2006,6.786393
Lower-middle-income countries,,2007,8.477863
Lower-middle-income countries,,2008,10.968328
Lower-middle-income countries,,2009,11.917598
Lower-middle-income countries,,2010,14.377277000000001
Lower-middle-income countries,,2011,17.595277
Lower-middle-income countries,,2012,19.122795
Lower-middle-income countries,,2013,20.807965
Lower-middle-income countries,,2014,25.879967
Lower-middle-income countries,,2015,29.056428
Lower-middle-income countries,,2016,33.176617
Lower-middle-income countries,,2017,37.883688
Lower-middle-income countries,,2018,41.931184
Lower-middle-income countries,,2019,45.090061999999996
Lower-middle-income countries,,2020,47.08477
Lower-middle-income countries,,2021,53.26165
Lower-middle-income countries,,2022,55.857066
Luxembourg,LUX,2000,0.014
Luxembourg,LUX,2001,0.013900000000000001
Luxembourg,LUX,2002,0.013900000000000001
Luxembourg,LUX,2003,0.0205
Luxembourg,LUX,2004,0.0349
Luxembourg,LUX,2005,0.0349
Luxembourg,LUX,2006,0.0349
Luxembourg,LUX,2007,0.0349
Luxembourg,LUX,2008,0.042915
Luxembourg,LUX,2009,0.04293
Luxembourg,LUX,2010,0.043726999999999995
Luxembourg,LUX,2011,0.044527000000000004
Luxembourg,LUX,2012,0.058327
Luxembourg,LUX,2013,0.058327
Luxembourg,LUX,2014,0.058342
Luxembourg,LUX,2015,0.063794
Luxembourg,LUX,2016,0.11969400000000001
Luxembourg,LUX,2017,0.11969400000000001
Luxembourg,LUX,2018,0.122894
Luxembourg,LUX,2019,0.13579400000000003
Luxembourg,LUX,2020,0.152744
Luxembourg,LUX,2021,0.13644399999999998
Luxembourg,LUX,2022,0.16544399999999998
Madagascar,MDG,2007,0.000015
Madagascar,MDG,2008,0.000015
Madagascar,MDG,2009,0.000095
Madagascar,MDG,2010,0.00017199999999999998
Madagascar,MDG,2011,0.000177
Madagascar,MDG,2012,0.000177
Madagascar,MDG,2013,0.000177
Madagascar,MDG,2014,0.000177
Madagascar,MDG,2015,0.000177
Madagascar,MDG,2016,0.000177
Madagascar,MDG,2017,0.000177
Madagascar,MDG,2018,0.000177
Madagascar,MDG,2019,0.000177
Madagascar,MDG,2020,0.000177
Madagascar,MDG,2021,0.000177
Madagascar,MDG,2022,0.000177
Maldives,MDV,2008,0.001407
Maldives,MDV,2009,0.001407
Maldives,MDV,2010,0.001407
Maldives,MDV,2011,0.001407
Maldives,MDV,2012,0.001407
Maldives,MDV,2013,0.001407
Maldives,MDV,2014,0.001407
Maldives,MDV,2015,0.001407
Maldives,MDV,2016,0.001407
Maldives,MDV,2017,0.001407
Maldives,MDV,2018,0.001407
Maldives,MDV,2019,0.001407
Maldives,MDV,2020,0.001407
Maldives,MDV,2021,0.001407
Maldives,MDV,2022,0.001407
Malta,MLT,2012,0.0001
Malta,MLT,2013,0.0001
Malta,MLT,2014,0.0001
Malta,MLT,2015,0.00007000000000000001
Malta,MLT,2016,0.0001
Malta,MLT,2017,0.0001
Malta,MLT,2018,0.0001
Malta,MLT,2019,0.0001
Malta,MLT,2020,0.0001
Malta,MLT,2021,0.0001
Malta,MLT,2022,0.0001
Marshall Islands,MHL,2018,0.000001
Marshall Islands,MHL,2019,0.000001
Marshall Islands,MHL,2020,0.000001
Marshall Islands,MHL,2021,0.000001
Marshall Islands,MHL,2022,0.000001
Martinique,MTQ,2004,0.0011
Martinique,MTQ,2005,0.0011
Martinique,MTQ,2006,0.0011
Martinique,MTQ,2007,0.0011
Martinique,MTQ,2008,0.0011
Martinique,MTQ,2009,0.0011
Martinique,MTQ,2010,0.0011
Martinique,MTQ,2011,0.0011
Martinique,MTQ,2012,0.0011
Martinique,MTQ,2013,0.0011
Martinique,MTQ,2014,0.0011
Martinique,MTQ,2015,0.0011
Martinique,MTQ,2016,0.0011
Martinique,MTQ,2017,0.0011
Martinique,MTQ,2018,0.0011
Martinique,MTQ,2019,0.013000000000000001
Martinique,MTQ,2020,0.0151
Martinique,MTQ,2021,0.014
Martinique,MTQ,2022,0.014
Mauritania,MRT,2013,0.0044
Mauritania,MRT,2014,0.0044
Mauritania,MRT,2015,0.0344
Mauritania,MRT,2016,0.0344
Mauritania,MRT,2017,0.0344
Mauritania,MRT,2018,0.0344
Mauritania,MRT,2019,0.0344
Mauritania,MRT,2020,0.0344
Mauritania,MRT,2021,0.0344
Mauritania,MRT,2022,0.0344
Mauritius,MUS,2003,0.00017999999999999998
Mauritius,MUS,2004,0.00017999999999999998
Mauritius,MUS,2005,0.00017999999999999998
Mauritius,MUS,2006,0.00017999999999999998
Mauritius,MUS,2007,0.00017999999999999998
Mauritius,MUS,2008,0.00017999999999999998
Mauritius,MUS,2009,0.00073
Mauritius,MUS,2010,0.00128
Mauritius,MUS,2011,0.00128
Mauritius,MUS,2012,0.00128
Mauritius,MUS,2013,0.00128
Mauritius,MUS,2014,0.00128
Mauritius,MUS,2015,0.00128
Mauritius,MUS,2016,0.01063
Mauritius,MUS,2017,0.01063
Mauritius,MUS,2018,0.01063
Mauritius,MUS,2019,0.01063
Mauritius,MUS,2020,0.01063
Mauritius,MUS,2021,0.01063
Mauritius,MUS,2022,0.01063
Mexico,MEX,2000,0.017
Mexico,MEX,2001,0.017
Mexico,MEX,2002,0.018000000000000002
Mexico,MEX,2003,0.018000000000000002
Mexico,MEX,2004,0.018000000000000002
Mexico,MEX,2005,0.018000000000000002
Mexico,MEX,2006,0.101
Mexico,MEX,2007,0.101
Mexico,MEX,2008,0.101
Mexico,MEX,2009,0.425
Mexico,MEX,2010,0.519
Mexico,MEX,2011,0.601
Mexico,MEX,2012,1.815
Mexico,MEX,2013,2.122
Mexico,MEX,2014,2.569
Mexico,MEX,2015,3.271
Mexico,MEX,2016,4.051
Mexico,MEX,2017,4.18
Mexico,MEX,2018,5.8870000000000005
Mexico,MEX,2019,6.073
Mexico,MEX,2020,6.5040000000000004
Mexico,MEX,2021,7.154100000000001
Mexico,MEX,2022,7.312100000000001
Micronesia (country),FSM,2018,0.000825
Micronesia (country),FSM,2019,0.000825
Micronesia (country),FSM,2020,0.000825
Micronesia (country),FSM,2021,0.000825
Micronesia (country),FSM,2022,0.000825
Middle East (IRENA),,2000,0.012400000000000001
Middle East (IRENA),,2001,0.012400000000000001
Middle East (IRENA),,2002,0.0194
Middle East (IRENA),,2003,0.0234
Middle East (IRENA),,2004,0.0329
Middle East (IRENA),,2005,0.045
Middle East (IRENA),,2006,0.055
Middle East (IRENA),,2007,0.07100000000000001
Middle East (IRENA),,2008,0.071675
Middle East (IRENA),,2009,0.100675
Middle East (IRENA),,2010,0.10368000000000001
Middle East (IRENA),,2011,0.10689
Middle East (IRENA),,2012,0.11531000000000001
Middle East (IRENA),,2013,0.12156
Middle East (IRENA),,2014,0.16456
Middle East (IRENA),,2015,0.28622000000000003
Middle East (IRENA),,2016,0.42327
Middle East (IRENA),,2017,0.50408
Middle East (IRENA),,2018,0.6090800000000001
Middle East (IRENA),,2019,0.7751
Middle East (IRENA),,2020,0.92327
Middle East (IRENA),,2021,1.02889
Middle East (IRENA),,2022,1.05325
Moldova,MDA,2013,0.001
Moldova,MDA,2014,0.001
Moldova,MDA,2015,0.001
Moldova,MDA,2016,0.001778
Moldova,MDA,2017,0.00919
Moldova,MDA,2018,0.033
Moldova,MDA,2019,0.035
Moldova,MDA,2020,0.041
Moldova,MDA,2021,0.07338700000000001
Moldova,MDA,2022,0.10155
Mongolia,MNG,2000,0.000005
Mongolia,MNG,2001,0.000012
Mongolia,MNG,2002,0.000012
Mongolia,MNG,2003,0.00002
Mongolia,MNG,2004,0.00002
Mongolia,MNG,2005,0.00002
Mongolia,MNG,2006,0.000023
Mongolia,MNG,2007,0.000473
Mongolia,MNG,2008,0.000473
Mongolia,MNG,2009,0.000473
Mongolia,MNG,2010,0.0006730000000000001
Mongolia,MNG,2011,0.0006730000000000001
Mongolia,MNG,2012,0.001006
Mongolia,MNG,2013,0.050606000000000005
Mongolia,MNG,2014,0.050606000000000005
Mongolia,MNG,2015,0.050606000000000005
Mongolia,MNG,2016,0.050606000000000005
Mongolia,MNG,2017,0.101006
Mongolia,MNG,2018,0.156006
Mongolia,MNG,2019,0.156006
Mongolia,MNG,2020,0.156
Mongolia,MNG,2021,0.155994
Mongolia,MNG,2022,0.155994
Montenegro,MNE,2017,0.07200000000000001
Montenegro,MNE,2018,0.07200000000000001
Montenegro,MNE,2019,0.11800000000000001
Montenegro,MNE,2020,0.11800000000000001
Montenegro,MNE,2021,0.11800000000000001
Montenegro,MNE,2022,0.11800000000000001
Morocco,MAR,2000,0.054
Morocco,MAR,2001,0.054
Morocco,MAR,2002,0.054
Morocco,MAR,2003,0.054
Morocco,MAR,2004,0.054
Morocco,MAR,2005,0.054
Morocco,MAR,2006,0.054
Morocco,MAR,2007,0.114
Morocco,MAR,2008,0.114
Morocco,MAR,2009,0.221
Morocco,MAR,2010,0.221
Morocco,MAR,2011,0.255
Morocco,MAR,2012,0.255
Morocco,MAR,2013,0.495
Morocco,MAR,2014,0.797
Morocco,MAR,2015,0.797
Morocco,MAR,2016,0.902
Morocco,MAR,2017,1.022
Morocco,MAR,2018,1.225
Morocco,MAR,2019,1.225
Morocco,MAR,2020,1.435
Morocco,MAR,2021,1.471
Morocco,MAR,2022,1.556
Myanmar,MMR,2015,0.000003
Myanmar,MMR,2016,0.000003
Myanmar,MMR,2017,0.000006
Myanmar,MMR,2018,0.000006
Myanmar,MMR,2019,0.000006
Myanmar,MMR,2020,0.000006
Myanmar,MMR,2021,0.000006
Myanmar,MMR,2022,0.000006
Namibia,NAM,2005,0.00022
Namibia,NAM,2006,0.00022
Namibia,NAM,2007,0.00022
Namibia,NAM,2008,0.00022
Namibia,NAM,2009,0.00022
Namibia,NAM,2010,0.00022
Namibia,NAM,2011,0.00022
Namibia,NAM,2012,0.000222
Namibia,NAM,2013,0.000222
Namibia,NAM,2014,0.000222
Namibia,NAM,2015,0.000222
Namibia,NAM,2016,0.000222
Namibia,NAM,2017,0.005231
Namibia,NAM,2018,0.005231
Namibia,NAM,2019,0.005231
Namibia,NAM,2020,0.005231
Namibia,NAM,2021,0.005231
Namibia,NAM,2022,0.005231
Nepal,NPL,2013,0.00006900000000000001
Nepal,NPL,2014,0.00006900000000000001
Nepal,NPL,2015,0.00006900000000000001
Nepal,NPL,2016,0.00006900000000000001
Nepal,NPL,2017,0.00006900000000000001
Nepal,NPL,2018,0.00016900000000000002
Nepal,NPL,2019,0.000199
Nepal,NPL,2020,0.000199
Nepal,NPL,2021,0.000199
Nepal,NPL,2022,0.000199
Netherlands,NLD,2000,0.447
Netherlands,NLD,2001,0.486
Netherlands,NLD,2002,0.672
Netherlands,NLD,2003,0.905
Netherlands,NLD,2004,1.075
Netherlands,NLD,2005,1.224
Netherlands,NLD,2006,1.561
Netherlands,NLD,2007,1.749
Netherlands,NLD,2008,2.149
Netherlands,NLD,2009,2.222
Netherlands,NLD,2010,2.237
Netherlands,NLD,2011,2.316
Netherlands,NLD,2012,2.433
Netherlands,NLD,2013,2.713
Netherlands,NLD,2014,2.865
Netherlands,NLD,2015,3.3908400000000003
Netherlands,NLD,2016,4.25712
Netherlands,NLD,2017,4.202
Netherlands,NLD,2018,4.39311
Netherlands,NLD,2019,4.484158000000001
Netherlands,NLD,2020,6.647875
Netherlands,NLD,2021,7.769365
Netherlands,NLD,2022,9.309365
New Caledonia,NCL,2000,0.0038250000000000003
New Caledonia,NCL,2001,0.004365
New Caledonia,NCL,2002,0.0065650000000000005
New Caledonia,NCL,2003,0.011185
New Caledonia,NCL,2004,0.022735
New Caledonia,NCL,2005,0.022735
New Caledonia,NCL,2006,0.028235
New Caledonia,NCL,2007,0.03236
New Caledonia,NCL,2008,0.03236
New Caledonia,NCL,2009,0.03731
New Caledonia,NCL,2010,0.03731
New Caledonia,NCL,2011,0.037585
New Caledonia,NCL,2012,0.037585
New Caledonia,NCL,2013,0.037585
New Caledonia,NCL,2014,0.037585
New Caledonia,NCL,2015,0.037585
New Caledonia,NCL,2016,0.037585
New Caledonia,NCL,2017,0.037585
New Caledonia,NCL,2018,0.037585
New Caledonia,NCL,2019,0.037585
New Caledonia,NCL,2020,0.037585
New Caledonia,NCL,2021,0.037585
New Caledonia,NCL,2022,0.037585
New Zealand,NZL,2000,0.036000000000000004
New Zealand,NZL,2001,0.036000000000000004
New Zealand,NZL,2002,0.054
New Zealand,NZL,2003,0.07100000000000001
New Zealand,NZL,2004,0.165
New Zealand,NZL,2005,0.167
New Zealand,NZL,2006,0.168
New Zealand,NZL,2007,0.319
New Zealand,NZL,2008,0.321
New Zealand,NZL,2009,0.512
New Zealand,NZL,2010,0.539
New Zealand,NZL,2011,0.622
New Zealand,NZL,2012,0.622
New Zealand,NZL,2013,0.622
New Zealand,NZL,2014,0.681
New Zealand,NZL,2015,0.6880000000000001
New Zealand,NZL,2016,0.6890000000000001
New Zealand,NZL,2017,0.6890000000000001
New Zealand,NZL,2018,0.6890000000000001
New Zealand,NZL,2019,0.6890000000000001
New Zealand,NZL,2020,0.6890000000000001
New Zealand,NZL,2021,0.912
New Zealand,NZL,2022,0.912
Nicaragua,NIC,2009,0.0399
Nicaragua,NIC,2010,0.063
Nicaragua,NIC,2011,0.063
Nicaragua,NIC,2012,0.1466
Nicaragua,NIC,2013,0.1466
Nicaragua,NIC,2014,0.1862
Nicaragua,NIC,2015,0.1862
Nicaragua,NIC,2016,0.1862
Nicaragua,NIC,2017,0.1862
Nicaragua,NIC,2018,0.1862
Nicaragua,NIC,2019,0.1862
Nicaragua,NIC,2020,0.1862
Nicaragua,NIC,2021,0.1862
Nicaragua,NIC,2022,0.1862
Nigeria,NGA,2002,0
Nigeria,NGA,2003,0
Nigeria,NGA,2004,0
Nigeria,NGA,2005,0
Nigeria,NGA,2006,0
Nigeria,NGA,2007,0
Nigeria,NGA,2008,0
Nigeria,NGA,2009,0
Nigeria,NGA,2010,0
Nigeria,NGA,2011,0
Nigeria,NGA,2012,0
Nigeria,NGA,2013,0
Nigeria,NGA,2014,0
Nigeria,NGA,2015,0
Nigeria,NGA,2016,0
Nigeria,NGA,2017,0
Nigeria,NGA,2018,0
Nigeria,NGA,2019,0
Nigeria,NGA,2020,0
North America,,2000,2.54831
North America,,2001,4.09375
North America,,2002,4.6810503
North America,,2003,6.44
North America,,2004,7.0394097
North America,,2005,9.52472
North America,,2006,12.978
North America,,2007,18.58044
North America,,2008,27.21843
North America,,2009,38.26223
North America,,2010,44.140754
North America,,2011,52.118785
North America,,2012,68.19581
North America,,2013,70.91867
North America,,2014,77.61342
North America,,2015,88.53377
North America,,2016,99.04902000000001
North America,,2017,105.863414
North America,,2018,115.08136
North America,,2019,125.26208
North America,,2020,140.75936
North America,,2021,156.4686
North America,,2022,165.50538
North America (IRENA),,2000,2.486
North America (IRENA),,2001,4.01164
North America (IRENA),,2002,4.59564
North America (IRENA),,2003,6.34019
North America (IRENA),,2004,6.917800000000001
North America (IRENA),,2005,9.40141
North America (IRENA),,2006,12.85279
North America (IRENA),,2007,18.4561
North America (IRENA),,2008,27.088900000000002
North America (IRENA),,2009,38.0034
North America (IRENA),,2010,43.836297
North America (IRENA),,2011,51.661566
North America (IRENA),,2012,67.4699
North America (IRENA),,2013,70.12176600000001
North America (IRENA),,2014,76.69319
North America (IRENA),,2015,87.252234
North America (IRENA),,2016,97.52636
North America (IRENA),,2017,104.26078
North America (IRENA),,2018,113.369234
North America (IRENA),,2019,123.32161
North America (IRENA),,2020,138.79455
North America (IRENA),,2021,154.47698000000003
North America (IRENA),,2022,163.46922
North Korea,PRK,2008,0.0002
North Korea,PRK,2009,0.0002
North Korea,PRK,2010,0.0002
North Korea,PRK,2011,0.0002
North Korea,PRK,2012,0.0002
North Korea,PRK,2013,0.0002
North Korea,PRK,2014,0.0002
North Korea,PRK,2015,0.0002
North Korea,PRK,2016,0.0002
North Korea,PRK,2017,0.0006
North Korea,PRK,2018,0.0006
North Korea,PRK,2019,0.0006
North Korea,PRK,2020,0.0006
North Korea,PRK,2021,0.0006
North Korea,PRK,2022,0.0006
North Macedonia,MKD,2014,0.037
North Macedonia,MKD,2015,0.037
North Macedonia,MKD,2016,0.037
North Macedonia,MKD,2017,0.037
North Macedonia,MKD,2018,0.037
North Macedonia,MKD,2019,0.037
North Macedonia,MKD,2020,0.037
North Macedonia,MKD,2021,0.037
North Macedonia,MKD,2022,0.037
Norway,NOR,2000,0.013000000000000001
Norway,NOR,2001,0.013000000000000001
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.28400000000000003
Norway,NOR,2007,0.34800000000000003
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.8180000000000001
Norway,NOR,2014,0.859
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.71
Norway,NOR,2019,2.914
Norway,NOR,2020,4.03
Norway,NOR,2021,5.049
Norway,NOR,2022,5.134
Oceania,,2000,0.073005005
Oceania,,2001,0.11654500000000001
Oceania,,2002,0.166745
Oceania,,2003,0.27240499999999995
Oceania,,2004,0.5669100300000001
Oceania,,2005,0.92991003
Oceania,,2006,1.01541003
Oceania,,2007,1.610733
Oceania,,2008,1.807968
Oceania,,2009,2.265918
Oceania,,2010,2.453798
Oceania,,2011,2.800073
Oceania,,2012,3.234073
Oceania,,2013,3.894084
Oceania,,2014,4.530184
Oceania,,2015,4.921195
Oceania,,2016,5.06547
Oceania,,2017,5.553195
Oceania,,2018,6.184121
Oceania,,2019,7.022436
Oceania,,2020,9.346436
Oceania,,2021,9.917035
Oceania,,2022,11.100436
Oceania (IRENA),,2000,0.073005
Oceania (IRENA),,2001,0.11654500000000001
Oceania (IRENA),,2002,0.166745
Oceania (IRENA),,2003,0.27240499999999995
Oceania (IRENA),,2004,0.56691
Oceania (IRENA),,2005,0.92991
Oceania (IRENA),,2006,1.01541
Oceania (IRENA),,2007,1.610733
Oceania (IRENA),,2008,1.807968
Oceania (IRENA),,2009,2.265918
Oceania (IRENA),,2010,2.453798
Oceania (IRENA),,2011,2.800073
Oceania (IRENA),,2012,3.234073
Oceania (IRENA),,2013,3.894084
Oceania (IRENA),,2014,4.530184
Oceania (IRENA),,2015,4.921195
Oceania (IRENA),,2016,5.06547
Oceania (IRENA),,2017,5.553195
Oceania (IRENA),,2018,6.184121
Oceania (IRENA),,2019,7.022436
Oceania (IRENA),,2020,9.346436
Oceania (IRENA),,2021,9.917036
Oceania (IRENA),,2022,11.100436
Oman,OMN,2019,0.05
Oman,OMN,2020,0.05
Oman,OMN,2021,0.05
Oman,OMN,2022,0.05
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056155000000000004
Pakistan,PAK,2013,0.10605500000000001
Pakistan,PAK,2014,0.20555500000000002
Pakistan,PAK,2015,0.30835500000000005
Pakistan,PAK,2016,0.5906549999999999
Pakistan,PAK,2017,0.7891549999999999
Pakistan,PAK,2018,1.185855
Pakistan,PAK,2019,1.2358550000000001
Pakistan,PAK,2020,1.2358550000000001
Pakistan,PAK,2021,1.335155
Pakistan,PAK,2022,1.435155
Panama,PAN,2013,0.02
Panama,PAN,2014,0.055
Panama,PAN,2015,0.2525
Panama,PAN,2016,0.27
Panama,PAN,2017,0.27
Panama,PAN,2018,0.27
Panama,PAN,2019,0.27
Panama,PAN,2020,0.27
Panama,PAN,2021,0.27
Panama,PAN,2022,0.27
Peru,PER,2000,0.0007
Peru,PER,2001,0.0007
Peru,PER,2002,0.0007
Peru,PER,2003,0.0007
Peru,PER,2004,0.0007
Peru,PER,2005,0.0007
Peru,PER,2006,0.0007
Peru,PER,2007,0.0007
Peru,PER,2008,0.0007
Peru,PER,2009,0.0007
Peru,PER,2010,0.0007
Peru,PER,2011,0.0007
Peru,PER,2012,0.0007
Peru,PER,2013,0.0007
Peru,PER,2014,0.1427
Peru,PER,2015,0.2398
Peru,PER,2016,0.23995
Peru,PER,2017,0.23995
Peru,PER,2018,0.37225
Peru,PER,2019,0.37225
Peru,PER,2020,0.40899
Peru,PER,2021,0.40899
Peru,PER,2022,0.40899
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3369
Philippines,PHL,2015,0.4269
Philippines,PHL,2016,0.4269
Philippines,PHL,2017,0.4269
Philippines,PHL,2018,0.4269
Philippines,PHL,2019,0.44289999999999996
Philippines,PHL,2020,0.44289999999999996
Philippines,PHL,2021,0.44289999999999996
Philippines,PHL,2022,0.44289999999999996
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.17200000000000001
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.4290000000000003
Poland,POL,2014,3.8360000000000003
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.7593570000000005
Poland,POL,2018,5.766078
Poland,POL,2019,5.836823000000001
Poland,POL,2020,6.29825
Poland,POL,2021,6.967339
Poland,POL,2022,7.987339
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.7960000000000003
Portugal,PRT,2011,4.256215
Portugal,PRT,2012,4.4115519999999995
Portugal,PRT,2013,4.609948999999999
Portugal,PRT,2014,4.856555999999999
Portugal,PRT,2015,4.936838
Portugal,PRT,2016,5.124103
Portugal,PRT,2017,5.124104999999999
Portugal,PRT,2018,5.172359
Portugal,PRT,2019,5.222745
Portugal,PRT,2020,5.122259000000001
Portugal,PRT,2021,5.427326
Portugal,PRT,2022,5.455326
Puerto Rico,PRI,2010,0
Puerto Rico,PRI,2011,0.000005
Puerto Rico,PRI,2012,0.099805
Puerto Rico,PRI,2013,0.09980200000000002
Puerto Rico,PRI,2014,0.09902200000000001
Puerto Rico,PRI,2015,0.100422
Puerto Rico,PRI,2016,0.09902200000000001
Puerto Rico,PRI,2017,0.09902200000000001
Puerto Rico,PRI,2018,0.099042
Puerto Rico,PRI,2019,0.099042
Puerto Rico,PRI,2020,0.099044
